PMID,Disease
36733162,interstitial pneumonia
36733162,pneumonia
36733155,metachronous gastric cancer
36733155,inflammatory gastric mucosal lesion
36733151,abdominal pain
36733127,sinus metastasis
36733127,postoperative maxillary gingival carcinoma
36733127,gingival squamous cell carcinoma
36733127,orbital pain
36733127,failing vision
36733127,movement disorder
36733127,gingival carcinoma
36733127,multiple organ failure
36733124,bleeding
36733124,ulceration
36733113,gastric gist liver metastasis
36733113,cystic lesion
36733113,malignant disease
36733113,hepatic cystadenocarcinoma
36733113,liver metastasis of gastric gist
36733112,multiple bone metastasis
36733112,severe pain
36733112,left cystic breast tumor
36733112,costal bone lesion
36733112,painful bone lesions
36733112,letrozole plus palbociclib
36733092,postoperative lymph node metastasis
36733092,anterior pancreatic lymph
36733092,middle thoracic esophageal cancer
36733083,massive lymphadenopathy
36733051,pneumocystis jirovecii pneumonia
36733051,fever
36733049,upper limb edema
36733048,srs
36733048,brain tumor lesion
36733034,breast metastasis
36733034,right renal cell carcinoma
36733034,metastases of renal cell carcinoma
36733034,metastatic renal cell carcinoma
36733033,hyponatremia
36733033,tonic-clonic seizure
36733033,vertigo
36733033,postoperative nausea
36733033,delirium
36733033,seizure
36733033,hyponatremic tonic-clonic seizure
36733032,cardiac tamponade
36733032,cancerous pericarditis
36733032,liver
36733032,pericardial effusion
36733032,respiratory distress
36733032,trastuzumab plus pertuzumab
36733016,non-colorectal liver metastases
36733016,colorectal liver metastasis
36733016,renal cancer
36733016,acinic cell carcinoma
36733016,leiomyosarcoma
36733016,neuroendocrine tumors
36732999,intestinal obstruction
36732999,colon stenosis
36732999,colorectal cancer metastases
36732988,skin invasion
36732988,anemia
36732988,breast cancer skin invasion
36732987,breast nodular fasciitis
36732987,nodular fasciitis
36732562,breast cancer death
36732462,glycosidic
36732183,iatrogenic tumor
36731945,spontaneous rupture
36731945,oligometastatic hepatic melanoma
36731945,pulmonary metastases
36731945,venous bleeding without active arterial bleeding
36731945,hepatic artery branches
36731945,spontaneous rupture of solitary liver metastases
36731891,brca1 deficiency
36731891,memory tumor
36731833,pulmonary arteriovenous
36731732,hyperthermia ability
36731722,pulmonary hypertension
36731722,ventricular pressure
36731722,endothelial dysfunction
36731722,cardiac hypertrophy
36731722,attenuated pulmonary hypertension
36731601,hela cancer
36731462,brcaness
36731351,tiredness
36731274,metastasized tumors
36730548,polyneuropathy
36730498,breast deformities
36730498,hematoma
36730498,skin flap necrosis
36730498,ptosis
36730488,latissimus dorsi flap
36730467,b-cell acute lymphoblastic leukemia
36730339,adjuvant t-dm1 versus trastuzumab for residual invasive disease
36730303,liver metastasis of her2-positive breast cancer
36730303,multiple liver metastases
36730303,liver metastasis lesions
36730303,liver lesions
36730296,thrombocytopenia
36729942,paravertebral block
36729554,narcotic pain
36729438,hodgkin lymphoma
36729413,necrosis and flap failure
36729413,flap failure
36729355,breast cancer initiation
36729271,gastric cancers
36729271,neuroendocrine carcinoma
36729271,adenoneuroendocrine carcinoma
36729248,hereditary breast cancers
36729248,bn tumors
36729189,ductal carcinoma in situ or microinvasive carcinoma
36729147,nk/t-cell lymphoma
36729147,hemophagocytic syndrome
36729099,tumor stasis
36729073,musculoskeletal symptoms
36729055,remodeling tumor
36729055,death of tumor
36728825,irritability
36728788,breast-cancer related lymphedema
36728788,unilateral upper extremity lymphedema
36728476,venous thromboembolism chemoprophylaxis
36728476,vte
36728380,breast neoplasm
36728202,anaplastic large cell lymphoma
36728181,depressive mood
36728181,cognitive dysfunction
36728181,classification of diseases cancer
36728172,weight gain
36728146,prostatic cancer
36728144,low back pain
36728139,hepatitis
36728139,invasive lobular breast carcinoma
36728139,photopenia
36727812,hypoechoic lesions
36727812,lactational hyperplasia
36727774,situ tumor
36727752,decreases breast cancer
36727752,increases breast cancer
36727729,breast cancer related lymphedema
36727613,malignant behaviors of breast cancer
36727543,melanoma skin cancer
36727117,breast metastases
36727116,brachial plexopathy
36727116,malignant peripheral nerve sheath tumor
36727116,malignant peripheral nerve sheath tumors
36727074,cardiac toxicities
36727074,lad
36727057,tumour-suppressive
36727044,ductal carcinoma in-situ
36727017,myelotoxic febrile neutropenia
36727017,cin
36727017,myelotoxicity
36726946,ascites
36726946,pseudomyxoma peritonei
36726946,blood ascites
36726635,gbd
36726381,hpa
36726376,mfs
36726293,osteoclastic
36726293,breast cancer bone metastasis
36726293,osteolytic lesions
36726152,cachexia
36726115,schistosomiasis
36726115,aggressive tumor
36725930,metastases and leukaemia
36725930,lung metastases of breast cancer
36725900,benign breast disease
36725810,anaplastic thyroid cancer via machine learning algorithms
36725810,anaplastic thyroid cancer
36725810,malignant cancer
36725727,lymphopenia
36725727,leukopenia
36725727,lung infection
36725727,ventricular tachycardia
36725727,sd
36725670,bone fractures
36725670,cardiovascular symptoms
36725477,skin-flap necrosis
36725367,non-invasive cancer
36724921,organ dysfunction
36724921,liver disease
36724921,cholestasis
36724921,mps
36724921,mpss
36724921,hokuriku branch
36724637,metastasis of liver cancer
36724605,metastases of breast cancer
36724605,head-and-neck cancer
36724586,risks of ovarian cancer
36724402,arkansas cancer
36724251,pruritus
36719848,increase cancer
36719580,numerous breast carcinoma
36719570,ductal cancer
36719570,slnds
36719494,myeloma
36719494,vertebral osteolytic metastases
36719454,breast adenoid cystic carcinoma
36719288,supplemental breast cancer
36719288,incremental cancer
36719288,situ disease
36719264,synovial sarcoma
36719061,multi-cancer
36718985,ewing's sarcomas
36718985,central nervous system tumours
36718971,spinal cord cancers
36718280,acute kidney injury
36718225,type 2 diabetes mellitus
36718018,epithelial ovarian carcinoma
36718018,fallopian tube cancer
36718018,primary peritoneal carcinoma
36717797,palbociclib plus endocrine
36717788,malignant breast cancer
36717689,endothelial dysfunction in breast cancer
36717689,psychosocial stress
36717553,liver and breast cancer
36717520,breast's tumor
36717454,motility of breast cancer
36717320,upper pole lesion
36717320,breast ptosis
36717163,para-aortic lymphadenectomy
36717163,para-aortic lymph
36716530,fertility anxiety
36716529,beck depression
36716418,hurria
36716280,aggressive cancer
36716084,hodgkin disease
36716084,classic hodgkin lymphoma
36716084,nodular sclerosis
36716084,pediatric hodgkin lymphoma
36716084,myeloid leukemias
36716075,iii lung cancer
36715845,invasive ductal cancer
36715835,illness beliefs impact disease
36715835,diabetes illness beliefs
36715835,diabetes beliefs
36715715,osteoporotic
36715715,osteopenic
36715715,f-bmd and l-bmd loss regardless
36715715,femoral bone loss
36715684,pulmonary disorders
36715684,diabetes mellitus
36715684,hematolgic malignancy
36715493,hereditary cancer syndromes
36715483,breast cancer invasiveness
36715182,hepatocellular carcinoma metastasis
36715182,metastasis of hepatocellular carcinoma
36715126,hepatic toxicity
36715126,liver disorders
36714596,euthyroidism
36714582,hepatocellular cancers
36714402,breast fibroadenoma and breast cancer
36714379,mbd
36714356,tn tumors
36714346,contralateral breast cancer
36714346,arthralgia
36714331,cancerous dendritic
36713841,degenerative degeneration of neurons
36713841,neuroinflammation and neuronal death
36713695,skin melanoma
36713573,ewing sarcoma
36713573,aggressive bone
36713573,ewing sarcoma in the absence of infection
36713550,muscle atrophy
36713550,weakness
36713514,atlas breast invasive carcinoma
36713514,tumor immune-inflammation
36713510,vision
36713510,anastomosis of tracheal tumors
36713510,tracheal tumor
36713510,upper trachea
36713510,nerve injury
36713507,atezolizumab plus
36713467,lhhs for haematological toxicities
36713317,rps5-depleted cancer
36713167,klebsiella
36713167,nosocomial infection
36712947,familial hyperkalemic hypertension
36712945,drug toxicities
36712945,hepatorenal toxicity
36712480,diabetes-related cancers
36712480,"endometrial, ovarian, bladder"
36712480,kidney cancers
36712480,breast and endometrial cancers
36712480,hyperglycemia
36712480,hyperinsulinemia
36712364,tumor inhibition
36712364,frank tumor
36712357,cognitive abilities
36712139,ipqtls
36712139,cardiac damage
36712139,heart damage
36711885,beat cancer
36711811,stresses
36711751,endows tumor
36711732,colon and breast cancer
36711732,necrotic tumor
36711554,small cell lung cancer
36711554,glioma growth
36711554,breast cancer brain metastasis growth
36711554,pancreatic and gastrointestinal cancers
36711554,sclc
36711554,sclc brain metastases
36711554,sclc tumors
36711554,lung tumor
36711554,sclc initiation
36711546,insomnia
36711437,papillary thyroid cancer
36711437,ovarian tumor
36711437,ovarian goiter
36710995,smds
36710732,psychosocial symptoms
36710732,insufficient pain
36710655,non-small-cell lung cancer
36710380,"artery atherosclerosis, cardioembolism"
36710380,skin lesion
36710380,calcification
36710380,liver fibrosis
36710380,brain injury
36710380,intracranial hemorrhage
36710380,cranial fracture
36710380,alzheimer's disease
36710380,cognitive disability
36710350,cervical squamous cell carcinoma
36710348,obesity and breast cancer
36710348,ob-at bascs
36710348,low malignant breast cancer
36710348,malignancy of breast cancer
36710237,anxious
36710145,gonadotoxicity
36710119,absence of obesity
36709639,synchronous or metachronous ombc
36709501,cancer metastasis
36709314,hereditary colorectal cancer syndrome
36709314,familial adenomatous polyposis
36709314,neoplasms
36709314,familial colorectal cancer type x (fcctx) syndrome
36709314,familial colorectal aggregation
36709238,deepness
36709125,hand foot syndrome
36709125,abnormal liver function
36709091,breast cancer brain metastases
36709091,neurological symptoms
36709040,hr+her2- tumours
36709040,homologous recombination deficiency
36709040,hr+her2-ebc
36708898,cancer disorders
36708898,high efficiencies
36708898,drug entrapment
36708693,chhip
36708693,prostate tumours
36708582,axillary web syndrome
36708582,numbness
36708582,lymphostasis
36708582,impairments in breast cancer
36708582,lymphedema.pain
36708551,human diseases especially cancers
36701415,ml algorithms
36701152,thoracic cancers
36701152,esophageal cancers
36701152,urologic cancers
36701134,mastitis
36701095,aggressive tumour
36700645,death 1 (pd-1) checkpoint blockade
36700593,salmonella choleraesis
36700469,decreased carcinogenesis
36700469,bc malignancy
36700242,bmd
36700242,vertebral fractures
36700242,fractured
36700242,inertia
36700147,cytotoxicity of psc
36699993,acute pain
36699993,pain unpleasantness
36699789,benign-appearing fibroepithelial lesion
36699789,fibroepithelial lesion
36699456,basal breast cancer
36699456,chemoresponsiveness in breast cancer
36699453,multidimensional cancer
36699449,cell renal cell carcinoma
36699449,ccrcc
36699449,clear cell renal cell carcinoma tumor
36699222,mental illness
36699222,anxiety disorder
36698865,deep learning algorithm
36698767,bayesian variational autoencoder
36698640,dds
36698553,malignant breast disease
36698436,genetic disease
36698422,primary squamous cell carcinoma
36698280,bladder tumors
36698037,invasive breast carcinoma
36698037,pls
36697389,vaginal atrophy
36697389,hypoestrogenism
36697317,pten-loss tumours
36697317,hyperglycaemia
36697317,pten-loss
36697107,metastatic colorectal cancer
36697107,crc liver metastases
36697093,spinal cord metastases
36697070,hypoxic tumor
36697070,hypoxia-resistant breast cancer
36697070,hypoxia-resistant tumors
36697070,hr-positive breast cancer
36697069,fallopian-tube cancer
36697069,myelodysplastic syndrome
36697065,ces
36697057,-breast-tumor
36697057,sexual wellbeing
36696936,valepotriate-type iridoids
36696934,aggressive malignancy
36696853,tisotumab
36696819,vulvar melanoma
36696637,vaginal dryness
36696637,dryness
36696440,neurological disorders
36696357,tle3 sustains luminal breast cancer
36696336,fibrosis in lymphedema
36696336,lymphatic injury
36696309,postoperative lymphedema
36696309,synchronous contralateral breast cancer
36696306,primary breast augmentation
36696306,augmentation-mastopexy
36696303,gigantomastia
36696302,hdhps
36696263,sensations
36696238,esophageal cancer
36696184,thromboembolism
36696184,metastatic disease
36696184,thrombosis
36696184,venous and arterial thromboembolic
36695998,mcf7 breast cancer
36695978,itching
36695975,synchronous versus metachronous metastatic disease
36695975,non-small-cell lung carcinoma
36695902,intraoperative blood loss
36695824,depressive symptoms
36695647,cem scheduling
36695306,noninvasive malignant breast disease
36695128,hepatic steatosis
36695128,thigh myosteatosis
36694990,deprive tumours
36694990,aggressive mcf7 cancer
36694940,human breast cancer
36694918,latina breast cancer
36694918,hereditary breast and ovarian cancer
36694918,hereditary breast and ovarian cancers
36694785,breast diseases
36694772,breast cancer mcf-7
36694726,deadly disease
36694702,"ovarian, osteosarcoma"
36694702,metastasis of prostate cancer
36694670,situ cancer
36694633,tumor diseases
36694535,postoperative seroma
36694511,synchronous primary malignancy
36694511,tumors synchronously
36694497,breast lymphomas
36694497,lymphomas
36694417,fasciitis
36694417,periosteal fasciitis
36694417,chondrosarcoma
36694240,calcification in breast cancer
36694222,non-breast cancer death
36694207,foreign body injury
36694207,mental disorders disease
36694205,skin flap ischemia necrosis
36694205,ischemia necrosis
36694205,ischemia
36694205,blood loss
36694138,breast abscess
36694138,reptiles of pyogranulomatous infections
36694138,painless breast abcess
36694138,hematic telorrhea
36694005,liver homeostasis
36694005,solid cancers remotely disrupt liver homeostasis
36694005,liver zonation
36693714,papillomatous breast lesions
36693714,papillomas
36693714,ccl
36693714,papilloma
36693714,breast neoplasias
36693540,tumorectomy
36693540,left breast invasive ductal carcinoma
36693438,dha
36693175,blood tumor
36693068,lymphovascular niche
36693064,ddp breast cancer
36692882,white breast cancer
36692882,black breast cancer
36692820,cardiotoxicity of anti-cancer
36692820,toxicities of cancer
36692820,cardiotoxicity across multiple disease
36692704,lci
36692641,high tumoral
36692626,smd
36692585,malignant breast cancers
36692349,cystic metastases
36692349,oral lesions
36692298,high breast cancer
36692120,icds
36691884,her2-low disease
36691884,lung disease
36691884,ild
36691829,pancreatic tumor
36691586,rethinking pityriasis rubra
36691586,paraneoplastic syndrome
36691586,pityriasis rubra pilaris
36691410,cardiomyopathy
36691410,hf
36691400,endometrial intraepithelial neoplasia
36691400,endometrial intraepithelial neoplasia and endometrial cancer
36691400,abnormal bleeding
36691400,abnormal uterine bleeding
36691400,endometrial lesions
36691400,cancerous diseases
36691400,precancerous disease
36691113,melanoma stemness
36691113,melanomas
36691057,hiv
36691057,cerebrovascular diseases
36691057,cvd
36691057,asthma/chronic obstructive pulmonary disease
36691057,tuberculosis
36691014,cybersickness symptoms
36690836,liver and lung cancer
36690836,liver and endometrial cancer
36690822,dcis
36690653,mrd
36690530,decreased breast cancer
36690238,mcf-7 breast carcinoma
36690157,kaposi sarcoma
36690079,erbeta-targeted breast cancer
36690054,bone malignancy
36690036,acidity deficiency
36689989,quadriceps muscle thickness
36689699,breast disease
36689646,liver failure
36689250,her2-positive breast cancers
36689250,tumour necrosis
36689066,pericardial metastases
36689059,vulvar carcinoma
36689059,cervical carcinoma
36689059,vulva carcinomas
36689059,malignancies as breast or ovarian cancer
36689059,vulvar carcinoma of the condylomatous
36689059,vulvar carcinomas
36689055,amenorrhea
36689055,ovarian toxicity
36689055,hypophysitis
36689055,ovaries
36689055,"ovarian transposition, ovarian"
36689055,fertility loss
36689007,primary tumour
36689007,luminal tumours
36689007,tnbc tumours
36688919,melanoma and breast cancer
36688860,breast skin necrosis
36688470,altered glucose
36688470,pancreatic (aspc-1) cancer
36688111,"bladder, prostate and ovarian cancer"
36688062,loss of retinoblastoma
36688045,edema
36688016,neurological diseases
36688016,colorectal epithelial disorders
36687259,carcinoma breast revisited-a tertiary cancer
36687259,breast deformity
36687259,postoperative flap complications
36687257,sln metastases
36687257,metastases increases
36687252,carcinoma breast
36687247,hernia
36687247,incisional hernia
36687228,bl tumours
36687223,pancreatic cancers
36687217,breast and ovarian cancers
36686840,breast cancer brain metastasis
36686840,bc brain metastasis
36686840,central nervous system disease
36686832,ii-iii breast cancer
36686831,ihl
36686817,silent gastric cardia adenocarcinoma
36686817,polyuria-polydipsia syndrome
36686817,generalized asthenia
36686817,panhypopituitarism
36686817,bitemporal hemianopsia
36686817,adenocarcinoma of the gastric cardia
36686817,gastric cardia
36686817,pituitary metastases
36686817,gastric cardia adenocarcinoma
36686817,sudden onset of diabetes insipidus
36686817,visual deterioration
36686812,osteoblastic bone
36686775,tumor inflammation
36686769,liver malignancies
36686746,localized breast cancer
36686740,choriocarinomatous features
36686740,choriocarcinoma
36686740,choriocarcinomatous
36686735,genetic anomalies
36686618,sexual behaviors
36686311,carcinoma prostate
36686311,metachronous carcinoma breast
36686303,epstein-barr virus infection
36686303,left breast carcinoma
36686303,schminke type of lymphoepithelial cancer
36686303,lymphoepithelial malignancy
36686300,subcutaneous t-cell lymphoma
36686300,panniculitis
36686300,panniculitis-like t-cell lymphoma
36686300,cutaneous lymphoma
36686300,erythematous
36686300,b t-cell lymphoma
36686300,cutaneous lymphomas
36686245,hyperpyrexia
36686229,viral infection
36686229,melanoma tumors
36686170,asthma
36686129,silent female breast cancer
36686129,silent breast cancer
36686129,silent breast cancers
36686127,gynecomastia
36686127,gynecomastia or breast swelling
36685971,cervical squamous cell carcinoma and endocervical adenocarcinoma
36685963,malignant
36685963,breast abnormalities
36685922,tumors and breast cancer
36685907,chronic obstructive pulmonary disease
36685907,copd
36685904,atlas breast cancer
36685821,basal tumors
36685583,necrosis periphery
36685583,invasive tumor
36685551,appendiceal goblet cell carcinoma
36685551,paraneoplastic neurological syndromes
36685551,appendiceal tumors
36685551,psychiatric symptoms
36685551,hypotension
36685551,paraneoplastic amphiphysin-igg-positive encephalitis
36685551,pnss
36685551,paraneoplastic cerebellar dysfunction
36685506,blood coagulation
36685105,cancer stroma
36685105,aggressiveness of the tumor
36685105,invasive breast carcinomas
36684705,carcinoma of left breast
36684705,ear
36684697,tpss
36684638,mucinous breast cancer
36684416,bd breast cancer
36684405,non-pcr breast cancer
36684404,venous failure
36684401,completely remove t1 breast cancers
36684401,small breast cancer
36684401,small breast cancers
36684376,breast cancer lung metastasis
36684376,bone metastasis
36684345,brachiocephalic vein
36684343,breast seromas
36684253,pulmonary tuberculosis
36684253,malignant pleural effusion
36684253,tuberculous pleural effusion
36684105,"cancer-melanoma, breast cancer"
36683684,coronavirus infections
36683495,thymoma
36683495,hodgkin's lymphoma
36683495,anaplastic thyroid carcinoma
36683495,sarcomatoid urothelial carcinoma
36683495,tumors of haematopoetic
36683495,merkel cell carcinoma
36683495,serous carcinoma of the ovary
36683495,intestinal gastric adenocarcinoma
36683495,liposarcoma
36683493,breast atypical ductal hyperplasia
36683493,ductal hyperplasia
36683273,ao
36683230,advanced breast cancer lung metastasis
36683230,retention of chemotoxic
36683225,parabens strongly impaired tumor
36683225,breast cancer metastasis
36683161,hematotoxicity
36683066,cardiovascular toxicities
36683066,cognitive decline/dementia
36682796,head-and-neck squamous cell carcinoma
36682796,glucose-deficient
36682767,metaplastic breast carcinoma
36682767,myocardial infarction
36682767,obstructive coronary disease
36682767,hyperkalemia
36682767,myocarditis
36682767,pericarditis
36682767,takotsubo and brugada syndrome
36682767,chest pain
36682767,hypotonia
36682767,acute coronary syndrome
36682767,neoplastic cachexia
36681577,skin necrosis
36681070,cancers initiation
36681070,tn breast cancer
36681013,pertuzumab plus trastuzumab
36681013,cardiac death
36681013,cardiac advisory board
36681013,cardiac deaths
36680689,hypertrophy
36680689,impairs liver regeneration
36680689,colorectal liver metastases
36680689,dh
36680689,hyperbilirubinemia
36680689,flr hypertrophy
36680672,falling asleep
36680352,mood symptoms
36680352,hads anxiety
36680276,hspgs
36680276,viral infections
36680276,hepatocellular carcinomas
36680276,sars-cov-2 infections
36680222,hadv-c6
36678870,adverse drug reactions
36678741,tumour accumulation
36678715,dehydration
36678711,breast cancer efficiencies
36678601,hmbc
36678601,embryonic lung
36678593,epithelioid cervix carcinoma (hela) cancer
36678556,gastrointestinal diseases
36678509,tnbc metastasis
36678292,ovarian cancer in the ovarian cancer
36676849,tumour aggressiveness
36676849,protozoan parasites
36676756,sexual symptoms
36676710,mucinous carcinomas
36676710,intraductal carcinoma
36676192,hpv infection
36676192,psp
36676192,breast tumour
36675817,diabetes-associated breast cancer
36675817,lipid metabolism disorders
36675817,metabolic abnormalities
36675704,breast cancer lung metastases
36675536,lung adenocarcinoma a549
36675457,cov-2 infection
36675434,hgwd
36675400,horner's syndrome
36675400,blepharoptosis
36675400,miosis and anhidrosis
36675400,goiter
36675400,cancer-hs
36675400,hypocalcemia
36675400,fistula
36675400,hypertonic glucose
36675400,lymphorrhoea
36675343,mental disorders
36675341,syngeneic breast cancer
36675340,pcp-altered breast cancers
36675239,myelodysplastic syndromes
36675239,adrenocortical carcinoma
36675138,oral squamous cell carcinomas
36675138,oscc tumor
36674955,blbc aggressiveness
36674951,pd-l1-negative tumors
36674951,pd-l1-positive tumors
36674914,"colorectal, endometrial, ovarian"
36674870,brain cancers
36674870,intestinal helminthiasis
36674870,brain cancer
36674836,hh
36674836,medulloblastoma
36674836,pancreatic carcinomas
36674831,apoptosis/pyroptosis in mcf7 breast cancer
36674782,colorectal metastases
36674782,melanoma and colorectal metastases
36674773,lymphovascularinvasion
36674719,osteolysis
36674696,mcss
36674696,hms
36674656,hormone-responsive breast cancer
36674567,stomach cancers
36674567,ddss
36674562,idiopathic granulomatous mastitis
36674562,benign inflammatory breast disease
36674562,lactational mastitis
36674436,non-metastatic breast cancer
36674436,cross-linked n-telopeptide
36674436,bone-loss
36674247,amns
36674237,jordan's cancer
36673757,pa behaviors
36673675,sleep disorders
36673675,ns
36673448,neoplastic tumors
36673037,cervical cancer
36672989,cancerous breast lesions
36672989,cancerous lesions
36672885,high glucose increases
36672885,elevates
36672847,familial breast cancer
36672665,creutzfeldt-jakob disease
36672645,skin squamous cell cancer
36672633,tnbc-tumor
36672633,imt plus ptx decreased hypoxia
36672465,chordoma and eye melanoma
36672465,eye melanoma
36672461,left ventricular function
36672454,mitotic block
36672454,mitotic arrest
36672434,gallbladder cancer
36672434,obesity increases cancer
36672434,obesity-associated cancers
36672419,hm tumors
36672417,cancer disease
36672375,aws
36672368,menarche
36672367,iii colon cancer
36672367,sitc
36672357,british columbia
36672357,nova scotia
36672351,tnbc spheroid
36672349,tnbc tumor growth
36672349,aggressive luminal
36672349,tnbc aggressiveness
36672344,myasthenia gravis
36672332,hbc
36672332,intra-tumoral
36672329,malnutrition
36672329,sarcopenia
36672329,cancer cachexia
36672302,genetic disorder
36672302,hereditary nonpolyposis colon cancer (hnpcc) or lynch syndrome
36672302,sporadic colon carcinomas
36672285,inflammatory breast carcinoma
36671922,machine-learning algorithms
36671896,discrimination of breast cancer
36671744,adult breast cancer
36671659,cancer aggressiveness
36671637,ductal carcinoma in situ and breast cancer
36671532,breast invasive ductal carcinoma
36671421,poisoning
36671322,colon carcinoma
36671322,infected
36671322,ulcers
36671322,skin lesions
36671001,melanoma and ovarian cancer
36670996,tumor-bearing elrich ascites carcinoma
36670996,lymphoma ascites
36670996,tumor weight
36670508,tumour growth
36670280,neuroendocrine neoplasms
36670203,pancreatic ductal adenocarcinomas
36669994,multicentric tumors
36669282,upper extremity unilateral lymphedema
36669282,unilateral lymphedema
36669078,primary cutaneous ewing sarcoma
36669078,cutaneous ewing sarcoma
36669078,blue-cell tumors
36669078,blue cell tumors
36662868,cullin-5 deficiency orchestrates the tumor
36662868,brca1 deficiency to promote tumorignesis
36662868,cullin-5 deficiency
36662868,blocked tumor
36662756,pni deteriorated os
36662485,traumatic stress disorder
36662485,mental health disorders
36661746,breast cancer-a
36661710,cancer tdm
36661703,myosteatosis
36661685,primary bile duct
36661673,hypothalamic-pituitary-adrenal (hpa) axis
36661672,cardiotoxicity of cancer
36661672,cvd deaths
36661654,non-alcoholic fatty liver disease
36661654,fatty liver disease
36661654,hepatic dysfunction
36661652,primary malignancies
36661652,colon-rectal cancer
36661524,apoptosis in breast cancer
36661524,tumor-necrosis
36661524,tumor necrotic
36661506,bt-474 breast cancer
36661506,bone marrow
36661325,genotoxicity of stress
36661285,metastatic disorders
36660883,dysfunction
36660883,lv gls deterioration
36660883,lv dysfunction
36660838,colon and lung cancers
36660717,occult breast cancer
36660685,papillomavirus infection
36660662,ob
36660646,ibc
36660637,neoadjuvant pertuzumab plus trastuzumab
36660626,postoperative breast cancer
36660608,venous congestions
36660608,pulmonary embolism
36660589,breast microtumor
36660589,adipose stroma
36660589,hypertrophic adipose stroma
36660589,obesity-associated breast cancer
36660366,"breast, ovarian, pancreatic or prostate cancers"
36660299,invasive bladder cancer
36660299,lymphovascular invasion
36660211,neutropenia in breast cancer
36660209,loss of tumor
36660209,leukemias and lymphomas
36660090,social dysfunction
36660064,cardiotoxicity in breast cancer
36660064,aic
36660064,ventricular systolic dysfunction
36660064,breast cancer aic
36659929,nephrotoxicity
36659929,tumor ecs
36659929,multi-cancer ec atlas
36659929,non-prostate cancers
36659836,gastric
36659828,carcinoma erysipeloides
36659828,cutaneous metastases of breast cancer
36659828,cutaneous metastatic breast cancer
36658690,dendritic
36658690,allergy
36658674,neuropathic symptoms
36658635,breast (brca) or prostate cancer
36658611,he
36658409,mitosis
36658409,faithful mitosis
36658409,hela cervical cancer
36658409,neurodevelopmental disease-linked mitotic regulators champ1
36658256,primary tumors
36658130,paraptosis in breast cancer
36658130,af
36658130,af plus bz induced paraptosis
36657931,e genotoxicity
36657923,low gastrointestinal chemotoxicity
36657563,tumor invasiveness
36657563,breast cancer cell invasiveness
36657553,ingrt-palm nps
36657483,breast cancer aggressiveness
36657304,her2-breast cancer
36657301,mushrooms blend
36657301,cerebellar metastases
36657260,gliomas
36656750,intracranial malignancy
36656750,luad primary tumor
36656642,skin damage
36656642,dermal necrosis
36656642,degeneration
36656633,openness
36656633,hereditary breast and ovarian cancer (hboc) syndrome
36656510,her2-zero tumors versus her2-low-positive tumors
36656510,her2-zero tumors
36656469,pheochromocytoma and abdominal paraganglioma
36656469,tumors metastasize
36656338,non-metastatic prostate cancer
36656338,ovarian failure
36656238,osteosarcomatous differentiation
36656238,breast neoplasms
36656238,aggression
36656142,tumour metastasis
36655820,psychomotor
36655818,lcd
36655818,middle pnbc block giving rise
36655723,ncl
36655686,scutellaria baicalensis georgi in breast cancer
36655350,fanconi anemia
36655184,primary cutaneous mucinous carcinoma
36655184,malignant skin adnexal tumor
36655184,metastasis of mucinous breast cancer
36655184,metastasized breast cancer
36655089,metabolic disorders
36654912,luminal a breast cancer
36654822,invasiveness
36654721,obstruction
36654721,invasive lobular breast cancer
36654721,right breast lobular carcinoma
36654721,lobular carcinoma of breast metastasising
36654601,high toxicity
36654601,hematological neoplasms
36654601,systolic dysfunction
36654601,atrial flutter
36654601,arrhythmias
36654075,melanoma and colon cancer
36653923,aggressive tumor behavior
36653795,hypervascular lesion
36653795,clear renal cell carcinoma
36653541,inherited disease
36653507,breast cancer pd-l1
36653080,immunosuppressive tumor
36653041,breast burkitt's lymphoma
36653041,unilateral disease
36653041,primary breast burkitt's lymphoma
36652988,fibrous dysplasia/mccune-albright syndrome
36652988,fd
36652988,abnormal bone turnover
36652909,breast primary cancers
36652804,hardness-eta
36652804,atoms c5
36652734,metastasis of tumors
36652667,er-positive breast cancer
36652665,high hrd
36652140,analgesia
36652140,postoperative impaired sleep
36652140,stellate ganglion block
36652115,epithelial malignant tumor
36651629,situ breast carcinoma
36651218,colorectal and gastric cancers
36650998,n atoms
36650834,pulmonary metastasis
36650758,myeloid dendritic infiltration in breast cancer
36650679,smoke and disease
36650679,respiratory system diseases
36650408,tumor stroma
36650292,glioma tumors
36650292,axl-h tumor
36649695,breast and urothelial cancer
36649695,papillary urothelial carcinoma
36649695,carcinoma of the skin
36649695,invasive urothelial carcinoma
36649695,t-cell lymphoma
36649695,squamous cell carcinoma of the skin
36649695,colorectal neuroendocrine carcinoma
36649303,blood malignancies
36649274,longitudinal multiparametric mri
36649030,glioma and glioblastoma
36648988,ductal carcinoma in situ using deep learning algorithms
36648694,metachronous metastatic disease
36648694,bone only disease
36648694,tumours and liver or brain metastases
36648694,metachronous metastases
36648693,arthritis
36648693,autoimmune diseases
36648693,torsion
36648270,cutaneous melanoma wide
36648270,cutaneous melanoma lesions
36647951,central nervous system diseases
36647951,prostate diseases
36647948,acute radiation dermatitis
36647948,ard
36647948,tender erythema
36647940,microbial invasive infection
36647940,novel coronavirus disease
36647940,novel tumor
36647940,hematologic tumors
36647940,anorexia
36647940,intestinal mucositis
36647940,bone marrow suppression
36647342,black breast and ovarian cancer
