PMID,Disease
36732774,peripheral neuropathy
36732635,breast cancer
36732635,liver metastases
36732635,metastases
36732634,glioblastoma
36732634,cancer
36732634,tumors
36732634,glioma
36732634,lung squamous cell carcinoma
36732562,breast cancer
36732562,breast tumor
36732562,breast cancer death
36732562,breast cancers
36732562,tumor
36732562,breast tumors
36732562,tumors
36732487,tumor
36732487,breast cancer
36732487,cancer
36732462,breast cancer
36732462,glycosidic
36732432,breast cancer
36732432,mortality
36732364,seroma
36732364,breast cancer
36732364,pain
36732364,infections
36732336,cancer
36732336,tumor
36732336,breast cancer
36732184,breast cancer
36732183,tumor
36732183,breast cancer
36732183,iatrogenic tumor
36732183,breast tumor
36732183,carcinomas
36731945,spontaneous rupture
36731945,oligometastatic hepatic melanoma
36731945,pain
36731945,malignancies
36731945,breast carcinoma
36731945,pulmonary metastases
36731945,venous bleeding without active arterial bleeding
36731945,hepatic artery branches
36731945,spontaneous rupture of solitary liver metastases
36731945,rupture
36731945,tumour
36731891,brca1 deficiency
36731891,breast cancer
36731891,tumor
36731891,tumors
36731891,memory tumor
36731891,cancer
36731884,breast cancer
36731884,cancer
36731884,cancer death
36731833,lung cancer
36731833,pulmonary arteriovenous
36731732,breast cancer
36731732,hyperthermia ability
36731732,cancer
36731722,pulmonary hypertension
36731722,breast cancer
36731722,hypoxia
36731722,inflammation
36731722,mitochondrial dysfunction
36731722,ventricular pressure
36731722,endothelial dysfunction
36731722,cardiac hypertrophy
36731722,attenuated pulmonary hypertension
36731601,hela cancer
36731601,cancer
36731601,breast cancer
36731462,metastatic breast cancer
36731462,brcaness
36731462,breast cancer
36731351,breast cancer
36731351,fatigue
36731351,tiredness
36731343,breast cancer
36731295,osteosarcoma
36731295,breast cancer
36731295,cancer
36731274,breast cancer
36731274,metastasis of breast cancer
36731274,metastases
36731274,metastasized tumors
36731186,cancer
36731160,breast cancer
36731024,breast cancer
36730911,tumor
36730911,breast cancer
36730911,tumors
36730555,thyroid cancer
36730555,cancer
36730555,tumor
36730548,peripheral neuropathy
36730548,breast cancer
36730548,neurotoxicity
36730548,neuropathy
36730548,polyneuropathy
36730538,lymphoma
36730538,breast cancer
36730498,breast deformities
36730498,tumors
36730498,hematoma
36730498,seroma
36730498,skin flap necrosis
36730498,ptosis
36730488,infection
36730488,latissimus dorsi flap
36730487,breast cancer tumors
36730487,cytotoxicity
36730487,tumor
36730487,tumors
36730476,malignant neoplasm
36730476,breast cancer
36730467,b-cell acute lymphoblastic leukemia
36730467,acute lymphoblastic leukemia
36730467,malignancy
36730467,breast cancer
36730339,adjuvant t-dm1 versus trastuzumab for residual invasive disease
36730339,her2-positive breast cancer
36730339,death
36730339,invasive breast cancer
36730339,tumor
36730303,liver metastasis of her2-positive breast cancer
36730303,cancer
36730303,breast cancer
36730303,invasive ductal carcinoma
36730303,multiple liver metastases
36730303,liver metastasis lesions
36730303,liver lesions
36730303,anemia
36730303,liver metastasis
36730296,breast cancer
36730296,toxicity
36730296,thrombocytopenia
36730296,nausea
36730296,deaths
36730296,cancer
36730270,cancer
36730270,covid-19
36730270,breast cancer
36730064,breast cancer
36729988,breast cancer
36729988,seroma
36729988,infection
36729942,paravertebral block
36729942,pain
36729942,postoperative pain
36729856,breast cancer
36729856,cytotoxicity
36729856,invasive ductal carcinoma
36729801,inflammatory breast cancer
36729801,cancer
36729564,contracture
36729554,pain
36729554,diabetes
36729554,narcotic pain
36729438,colorectal cancer
36729438,hodgkin lymphoma
36729438,pancreatic
36729438,cancer
36729432,breast cancer
36729432,cancer
36729432,tumor
36729413,necrosis and flap failure
36729413,necrosis
36729413,flap failure
36729405,cancer
36729405,breast cancer
36729355,breast cancer initiation
36729355,carcinogenesis
36729355,breast cancer
36729355,breast carcinogenesis
36729337,cancer
36729337,breast cancer
36729271,tumor
36729271,gastric cancers
36729271,malignant tumors
36729271,cancer
36729271,gastric cancer
36729271,neuroendocrine carcinoma
36729271,adenoneuroendocrine carcinoma
36729259,diabetes
36729259,cancer
36729259,breast cancer
36729259,mortality
36729248,breast cancer
36729248,hereditary breast cancers
36729248,bn tumors
36729248,tumors
36729248,cancer
36729248,carcinogenic
36729239,cancer
36729239,hrqol
36729239,death
36729212,breast cancer
36729212,cancer death
36729212,tumors
36729212,malignancy
36729212,cancer
36729189,breast cancer
36729189,ductal carcinoma
36729189,ductal carcinoma in situ or microinvasive carcinoma
36729147,nk/t-cell lymphoma
36729147,hemophagocytic syndrome
36729147,infections
36729128,cancer
36729128,pancreatic cancer
36729128,breast cancer
36729128,liver metastases
36729099,tumor
36729099,breast tumor
36729099,tumor stasis
36729099,lung metastases
36729099,tumors
36729073,breast cancer
36729073,musculoskeletal symptoms
36729073,diabetics
36729073,diabetes
36729055,remodeling tumor
36729055,cancer
36729055,tumor
36729055,breast cancer
36729055,death of tumor
36729006,breast cancer
36729006,tumor
36728959,cancer
36728959,cytotoxicity
36728959,breast carcinoma
36728959,tumor
36728858,cancer
36728858,breast cancer
36728825,breast cancer
36728825,fatigue
36728825,irritability
36728807,breast cancer
36728807,malignancies
36728807,mortality
36728789,breast cancer
36728789,cancer
36728788,breast-cancer related lymphedema
36728788,lymphedema
36728788,breast cancer
36728788,unilateral upper extremity lymphedema
36728533,hematoma
36728533,infection
36728533,diabetes
36728484,cancer
36728476,venous thromboembolism chemoprophylaxis
36728476,venous thromboembolism
36728476,vte
36728476,breast cancer
36728408,infection
36728408,contracture
36728380,breast neoplasm
36728380,breast lesions
36728380,neoplasm
36728380,malignant lesions
36728357,breast cancer
36728275,infection
36728202,anaplastic large cell lymphoma
36728202,lymphoma
36728181,fatigue
36728181,depressive mood
36728181,cognitive dysfunction
36728181,breast cancer
36728181,cancer
36728181,sleep disturbance
36728181,depression
36728181,classification of diseases cancer
36728172,breast cancer
36728172,weight gain
36728146,prostatic cancer
36728146,prostate cancer
36728144,metastatic breast cancer
36728144,breast cancer
36728144,malignancy
36728144,low back pain
36728144,prostate cancer
36728144,bone lesions
36728144,ductal carcinoma
36728139,hepatitis
36728139,invasive lobular breast carcinoma
36728139,photopenia
36727977,breast cancer
36727812,breast cancer
36727812,hypoechoic lesions
36727812,lactational hyperplasia
36727812,hyperplasia
36727774,breast cancer
36727774,tumor
36727774,situ tumor
36727774,breast cancer tumor
36727752,breast cancer
36727752,decreases breast cancer
36727752,mortality
36727752,increases breast cancer
36727729,breast cancer related lymphedema
36727729,breast cancer
36727729,lymphedema
36727710,breast cancer
36727613,malignant behaviors of breast cancer
36727613,breast cancer
36727613,malignant tumor
36727613,carcinogenic
36727613,tumors
36727613,tumor
36727543,cancer
36727543,melanoma skin cancer
36727543,ovarian cancer
36727543,lung cancer
36727543,breast cancer
36727543,colorectal cancer
36727543,cancers
36727211,breast cancer
36727117,breast metastases
36727117,tumor
36727117,breast cancer
36727117,breast tumors
36727116,brachial plexopathy
36727116,malignant peripheral nerve sheath tumor
36727116,malignant peripheral nerve sheath tumors
36727116,metastases
36727116,breast cancer
36727116,tumor
36727092,breast cancer
36727077,breast cancer
36727074,breast cancer
36727074,mhd
36727074,cardiac toxicities
36727074,lad
36727058,cancer
36727058,her2-positive breast cancer
36727058,breast cancer
36727058,tumor
36727058,metastases
36727057,breast cancer
36727057,cancer
36727057,tumour-suppressive
36727057,tumour
36727047,breast cancer
36727046,breast cancer
36727044,invasive breast cancers
36727044,ductal carcinoma in-situ
36727044,invasive breast cancer
36727044,breast cancers
36727044,anxiety
36727044,depression
36727017,myelotoxic febrile neutropenia
36727017,neutropenia
36727017,cin
36727017,cancer
36727017,breast cancer
36727017,non-hodgkin lymphoma
36727017,cancers
36727017,myelotoxicity
36727017,tumor
36727016,cancer
36727016,breast cancer
36727016,iii breast cancer
36727016,cancers
36726984,systemic lupus erythematosus
36726984,breast cancer
36726984,sle
36726984,cancer
36726946,ascites
36726946,pseudomyxoma peritonei
36726946,blood ascites
36726635,breast cancer
36726635,mortality
36726635,2019 global burden of disease
36726635,gbd
36726635,deaths
36726635,death
36726635,cancer
36726381,breast cancer
36726381,hpa
36726381,tumor
36726381,cancers
36726376,breast cancer
36726376,cancer
36726376,rfs
36726376,mfs
36726293,breast cancer
36726293,metastases
36726293,bone metastases
36726293,osteoclastic
36726293,breast cancer bone metastasis
36726293,osteolytic lesions
36726152,cancer
36726152,cachexia
36726152,tumour
36726115,tumor
36726115,colorectal cancer
36726115,crc
36726115,schistosomiasis
36726115,inflammation
36726115,tumors
36726115,aggressive tumor
36726109,breast cancer
36726101,breast cancer
36726101,cancer
36726101,low breast cancer
36726032,breast cancer
36726032,pd
36725965,cancers
36725965,cancer
36725965,breast cancer
36725963,tumor
36725963,glioma
36725963,bladder cancers
36725963,tumors
36725930,solid tumours
36725930,metastases
36725930,tumours
36725930,metastases and leukaemia
36725930,tumour
36725930,lung metastases of breast cancer
36725930,pancreatic cancer
36725930,cancer
36725920,cancer
36725920,tumours
36725900,breast cancer
36725900,death
36725900,benign breast disease
36725900,cancer
36725888,breast cancer
36725888,tumor
36725888,metastasis of breast cancer
36725888,cancer
36725842,breast cancer
36725842,malignant tumors
36725842,cancer
36725842,tumor
36725842,breast cancer tumor
36725837,tumor
36725837,malignancies
36725837,cancer
36725837,tumors
36725837,lung adenocarcinoma
36725837,liver cancer
36725837,breast cancer
36725810,anaplastic thyroid cancer via machine learning algorithms
36725810,anaplastic thyroid cancer
36725810,malignant cancer
36725810,tumor
36725727,breast cancer
36725727,tnbc
36725727,neutropenia
36725727,anemia
36725727,thrombocytopenia
36725727,lymphopenia
36725727,leukopenia
36725727,fatigue
36725727,heart failure
36725727,lung infection
36725727,thromboembolic
36725727,ventricular tachycardia
36725727,sd
36725727,progressive disease
36725727,pd
36725670,breast cancer
36725670,tumors
36725670,bone fractures
36725670,cardiovascular symptoms
36725670,vasomotor symptoms
36725477,skin flap necrosis
36725477,skin-flap necrosis
36725367,tumor
36725367,non-invasive cancer
36725367,breast cancer
36725216,breast cancer
36725216,cancers
36725216,cancer
36725198,breast cancer
36725152,male breast cancer
36725152,breast cancer
36725152,cancer
36725028,covid-19
36724950,breast cancer
36724950,cancer
36724950,tumor
36724921,organ dysfunction
36724921,liver disease
36724921,cholestasis
36724921,breast cancer
36724921,mps
36724921,mpss
36724921,hokuriku branch
36724858,breast cancer
36724820,breast cancer
36724820,mortality
36724637,hepatocellular carcinoma
36724637,colon cancer
36724637,breast cancer
36724637,liver cancer
36724637,cancer
36724637,tumor
36724637,metastasis of liver cancer
36724637,tumors
36724612,breast cancer
36724605,cancer
36724605,metastases
36724605,metastases of breast cancer
36724605,cancers
36724605,head-and-neck cancer
36724604,breast cancer
36724586,ovarian cancer
36724586,risks of ovarian cancer
36724586,cancer
36724586,breast and ovarian cancer
36724572,covid-19
36724572,cancer
36724572,lung cancer
36724572,breast cancer
36724572,colorectal cancer
36724572,breast and lung cancer
36724497,diabetic
36724497,breast cancer
36724402,cancer
36724402,arkansas cancer
36724402,breast cancer
36724291,pancreatic cancer
36724291,tumor
36724291,pancreatic ductal adenocarcinoma
36724291,tumors
36724251,cancer
36724251,malignant tumors
36724251,pruritus
36719904,breast cancer
36719904,cancer
36719848,cancer
36719848,mortality
36719848,increase cancer
36719580,breast cancer
36719580,malignancy
36719580,numerous breast carcinoma
36719580,cancer
36719580,toxicity
36719570,ductal cancer
36719570,cancer
36719570,slnds
36719533,covid-19
36719533,cancer
36719494,myeloma
36719494,vertebral osteolytic metastases
36719454,breast adenoid cystic carcinoma
36719454,necrosis
36719454,tumors
36719454,breast cancer
36719414,cancer
36719414,acidic tumor
36719414,breast cancer
36719414,tumor
36719414,tumors
36719288,supplemental breast cancer
36719288,breast cancer
36719288,incremental cancer
36719288,cancer
36719288,cancers
36719288,situ disease
36719288,ductal carcinoma
36719264,sarcoma
36719264,cancer
36719264,synovial sarcoma
36719264,gastric cancer
36719264,breast cancer
36719264,liver cancer
36719264,ovarian cancer
36719264,cancers
36719075,breast cancer
36719075,cancer
36719075,malignancy
36719061,multi-cancer
36719061,cancers
36719061,tumor
36719061,cancer
36718999,breast cancer
36718985,cancer
36718985,covid-19
36718985,mortality
36718985,ovarian cancers
36718985,ewing's sarcomas
36718985,central nervous system tumours
36718985,cancers
36718971,ovarian
36718971,spinal cord cancers
36718971,cancer
36718954,hepatocellular carcinoma
36718954,cancer
36718954,lung cancer
36718954,breast cancer
36718311,cancer
36718311,cytotoxicity
36718311,breast cancer
36718311,colon cancer
36718280,rhabdomyolysis
36718280,breast cancer
36718280,cancer
36718280,acute kidney injury
36718225,type 2 diabetes mellitus
36718225,breast cancer
36718225,type 2 diabetes
36718086,primary breast cancer
36718086,mortality
36718086,breast cancer
36718086,cancer
36718056,breast cancer
36718056,tumours
36718056,cancer
36718018,cancer
36718018,epithelial ovarian carcinoma
36718018,fallopian tube cancer
36718018,primary peritoneal carcinoma
36718018,tumor
36718018,thrombocytopenia
36718018,neutropenia
36718018,toxicities
36718018,breast cancer
36718018,ovarian cancer
36717866,cancer
36717866,leukemia
36717866,b-cell lymphoma
36717866,breast cancer
36717859,cancer
36717859,luminal breast cancer
36717859,tumors
36717859,tumor
36717859,breast cancer
36717859,luminal tumors
36717852,breast cancer
36717852,cancer
36717852,mortality
36717842,tumor
36717842,breast cancer
36717842,breast tumor
36717842,invasive breast cancer
36717797,palbociclib plus endocrine
36717797,breast cancer
36717797,mbc
36717797,neutropenia
36717797,fatigue
36717797,toxicities
36717789,cancer
36717789,breast cancer
36717788,breast cancer
36717788,cancer
36717788,malignant breast cancer
36717788,malignant cancer
36717788,cancers
36717689,stress
36717689,inflammation
36717689,endothelial dysfunction in breast cancer
36717689,breast cancer
36717689,depression
36717689,anxiety
36717689,cancer
36717689,psychosocial stress
36717677,breast cancer
36717671,breast cancer
36717671,brain metastases
36717671,cancer
36717671,progressive disease
36717553,cancer
36717553,tumor
36717553,tumors
36717553,cancers
36717553,liver and breast cancer
36717520,breast's tumor
36717520,breast cancer
36717520,breast tumor
36717503,tumors
36717503,breast tumors
36717503,tumor
36717497,infection
36717454,breast cancer
36717454,tumor
36717454,cancer
36717454,tumors
36717454,motility of breast cancer
36717341,cancer
36717341,lung cancer
36717341,nsclc
36717341,breast cancer
36717341,melanoma
36717341,cancers
36717329,tumor
36717329,breast cancer
36717329,inflammatory breast cancer
36717320,tumor
36717320,ptosis
36717320,upper pole lesion
36717320,breast ptosis
36717319,breast cancer
36717319,covid-19
36717319,coronavirus disease 2019
36717319,cancer mortality
36717319,breast cancers
36717163,para-aortic lymphadenectomy
36717163,cancer
36717163,para-aortic lymph
36717163,tumor
36717163,death
36717100,tumor
36717100,cancer
36717100,mortality
36717100,metastases
36717039,breast cancer
36717039,cancer
36717039,tumour
36716910,breast cancer
36716910,cancer
36716910,death
36716910,ccd
36716614,gastric cancer
36716614,rfs
36716534,breast cancer
36716534,neutropenia
36716534,toxicity
36716530,breast cancer
36716530,anxiety
36716530,fertility anxiety
36716529,depression
36716529,stress
36716529,pain
36716529,breast cancer
36716529,beck depression
36716418,breast cancer
36716418,hurria
36716418,cancer
36716335,cancers
36716335,stress
36716335,toxicity
36716335,breast cancer
36716289,breast cancer
36716280,breast cancer
36716280,aggressive cancer
36716280,tumor
36716280,tumors
36716280,cancer
36716084,hodgkin lymphoma
36716084,hodgkin disease
36716084,classic hodgkin lymphoma
36716084,nodular sclerosis
36716084,pediatric hodgkin lymphoma
36716084,malignancies
36716084,tumors
36716084,thyroid cancer
36716084,breast cancer
36716084,osteosarcoma
36716084,myeloid leukemias
36716075,cancer
36716075,death
36716075,cancers
36716075,prostate cancer
36716075,breast cancer
36716075,lung cancer
36716075,breast and lung cancer
36716075,iii lung cancer
36716075,colon
36715845,invasive lobular carcinoma
36715845,breast cancer
36715845,cancer
36715845,invasive ductal cancer
36715845,cancers
36715845,tumours
36715835,cancer
36715835,diabetes
36715835,illness beliefs impact disease
36715835,colon cancer
36715835,diabetes illness beliefs
36715835,diabetes beliefs
36715766,breast cancer
36715766,pain
36715715,bone loss
36715715,breast cancer
36715715,osteoporosis
36715715,osteoporotic
36715715,osteopenic
36715715,f-bmd and l-bmd loss regardless
36715715,femoral bone loss
36715684,covid-19
36715684,cancer
36715684,mortality
36715684,pulmonary disorders
36715684,hypertension
36715684,diabetes mellitus
36715684,lymphopenia
36715684,hematolgic malignancy
36715678,breast cancer
36715559,ovarian cancer
36715559,breast cancer
36715559,depression
36715549,colorectal cancer
36715549,tumor
36715539,breast cancer
36715539,cancers
36715539,cancer
36715539,tumour
36715493,hereditary cancer syndromes
36715493,hereditary cancers
36715493,cancers
36715493,hereditary cancer
36715493,lynch syndrome
36715493,hereditary breast and ovarian cancer syndrome
36715493,cancer
36715483,cytotoxicity
36715483,breast cancer stemness
36715483,breast cancer
36715483,breast cancer invasiveness
36715483,toxicity
36715483,cardiotoxicity
36715182,hepatocellular carcinoma metastasis
36715182,metastasis of hepatocellular carcinoma
36715126,hepatic toxicity
36715126,hepatotoxicity
36715126,breast cancer
36715126,toxicity
36715126,liver disorders
36714596,breast cancer
36714596,cancer
36714596,tumor
36714596,aggressive breast cancer
36714596,euthyroidism
36714582,cancer
36714582,cancers
36714582,ovarian
36714582,endometrial cancer
36714582,tumor
36714582,colon
36714582,hepatocellular cancers
36714402,breast fibroadenoma and breast cancer
36714379,cancer
36714379,breast cancer
36714379,mbd
36714379,toxicity
36714356,breast cancer
36714356,cancer
36714356,tumor
36714356,tumors
36714356,tn tumors
36714346,breast cancer
36714346,contralateral breast cancer
36714346,death
36714346,tumor
36714346,arthralgia
36714331,cancer
36714331,breast cancer
36714331,cancerous dendritic
36714261,breast cancer
36714261,cancer
36714159,breast cancer
36714159,toxicities
36713891,cytotoxicity
36713891,breast cancer
36713841,neurodegenerative diseases
36713841,degenerative degeneration of neurons
36713841,neuroinflammation and neuronal death
36713841,death
36713812,cancer
36713812,breast cancer
36713712,cytotoxicity
36713712,breast cancer
36713712,cancer
36713695,cancer
36713695,carcinoma
36713695,breast cancer
36713695,melanoma
36713695,toxicity
36713695,breast carcinoma
36713695,skin melanoma
36713695,cytotoxicity
36713585,her2-low breast cancer
36713585,aggressive tumors
36713585,metastases
36713585,tumor
36713585,breast cancers
36713573,ewing sarcoma
36713573,infection
36713573,aggressive bone
36713573,cancer
36713573,prostate cancers
36713573,tumor
36713573,tumors
36713573,cancers
36713573,fever
36713573,ewing sarcoma in the absence of infection
36713564,breast cancer
36713554,tumor
36713554,breast cancer
36713554,cancer
36713553,breast cancer
36713553,tumor
36713550,breast cancer
36713550,weight gain
36713550,muscle atrophy
36713550,weakness
36713550,fatigue
36713550,depression
36713550,anxiety
36713550,cancer
36713537,breast cancer
36713537,malignancies
36713537,cancer
36713537,tumor
36713537,tumors
36713514,tumor
36713514,inflammation
36713514,breast cancer
36713514,malignancy
36713514,mortality
36713514,cancer
36713514,atlas breast invasive carcinoma
36713514,tumor immune-inflammation
36713510,thyroid carcinoma
36713510,thyroid cancer
36713510,tumor
36713510,vision
36713510,anastomosis of tracheal tumors
36713510,tracheal tumor
36713510,upper trachea
36713510,nerve injury
36713507,breast cancer
36713507,cancers
36713507,tumor
36713507,atezolizumab plus
36713467,breast cancer
36713467,neutropenia
36713467,febrile neutropenia
36713467,diarrhea
36713467,fatigue
36713467,hepatotoxicity
36713467,lhhs for haematological toxicities
36713412,tumor
36713412,cancer
36713398,tumor
36713398,cancer
36713398,cancers
36713398,breast cancer
36713317,cancer
36713317,rps5-depleted cancer
36713213,breast cancer
36713213,lung cancer
36713213,renal cell carcinoma
36713167,breast cancer
36713167,covid-19
36713167,cancer
36713167,mortality
36713167,klebsiella
36713167,nosocomial infection
36712947,familial hyperkalemic hypertension
36712947,stroke
36712947,cancers
36712947,breast cancer
36712947,glioblastoma
36712947,hypertension
36712947,cancer
36712945,breast cancer
36712945,cancer
36712945,drug toxicities
36712945,toxicity
36712945,hepatorenal toxicity
36712863,breast cancer
36712863,mortality
36712863,cancer
36712861,breast cancer
36712861,tumor
36712858,breast cancer
36712858,tumor
36712858,tumour
36712855,breast cancer
36712681,breast cancer
36712662,breast cancer
36712662,cancer
36712642,breast cancer
36712642,toxicity
36712642,tumor
36712480,diabetes-related cancers
36712480,cancer
36712480,diabetes mellitus
36712480,cancers
36712480,carcinogenesis
36712480,colorectal
36712480,"endometrial, ovarian, bladder"
36712480,kidney cancers
36712480,liver cancer
36712480,pancreatic cancer
36712480,ovarian
36712480,colorectal cancer
36712480,breast and endometrial cancers
36712480,hyperglycemia
36712480,hyperinsulinemia
36712364,breast cancer
36712364,deaths
36712364,death
36712364,tumor inhibition
36712364,frank tumor
36712357,cognitive abilities
36712357,breast cancer
36712357,cancer
36712139,cardiotoxicity
36712139,cancer
36712139,fibrosis
36712139,ipqtls
36712139,cardiac damage
36712139,breast cancer
36712139,heart damage
36711885,breast cancer
36711885,beat cancer
36711811,cancer
36711811,tumor
36711811,stresses
36711811,breast cancers
36711780,cancer
36711780,death
36711780,breast cancer
36711780,tnbc
36711780,tumor
36711761,cancers
36711761,breast cancer
36711761,toxicity
36711761,lung metastases
36711761,cancer
36711754,apc
36711754,cancer
36711754,arrest
36711754,tumor
36711754,breast cancer
36711752,breast cancer
36711751,breast cancer
36711751,tumor
36711751,cancer
36711751,endows tumor
36711732,colon and breast cancer
36711732,hypoxic
36711732,necrotic tumor
36711732,breast cancer
36711732,tumors
36711732,cancer
36711612,breast tumor
36711612,cancers
36711612,breast cancer
36711612,tumor
36711554,small cell lung cancer
36711554,cancer
36711554,glioma growth
36711554,glioma
36711554,breast cancer brain metastasis growth
36711554,tumors
36711554,pancreatic and gastrointestinal cancers
36711554,lung cancer
36711554,sclc
36711554,neuroendocrine tumor
36711554,sclc brain metastases
36711554,sclc tumors
36711554,lung tumor
36711554,sclc initiation
36711546,breast cancer
36711546,insomnia
36711437,papillary thyroid cancer
36711437,ovarian tumor
36711437,malignancy
36711437,ovarian goiter
36711299,cytotoxicity
36711299,cancer
36710995,breast cancer
36710995,cancer
36710995,cancer death
36710995,tumour
36710995,smds
36710987,mcf-7 breast cancer
36710987,breast cancer
36710987,invasive disease
36710987,cytotoxicity
36710732,pain
36710732,breast cancer
36710732,cancer
36710732,psychosocial symptoms
36710732,insufficient pain
36710655,non-small-cell lung cancer
36710655,nsclc
36710654,cancer
36710613,breast cancer
36710613,cancer
36710380,stroke
36710380,"artery atherosclerosis, cardioembolism"
36710380,skin lesion
36710380,breast cancer
36710380,calcification
36710380,liver fibrosis
36710380,neoplasia
36710380,cin
36710380,brain injury
36710380,intracranial hemorrhage
36710380,cranial fracture
36710380,alzheimer's disease
36710380,dementia
36710380,cognitive disability
36710350,cervical squamous cell carcinoma
36710350,cancer
36710350,squamous cell carcinoma
36710350,tumor
36710348,cancer
36710348,obesity and breast cancer
36710348,breast cancer
36710348,death
36710348,obesity
36710348,aggressive breast cancer
36710348,tumor
36710348,ob-at bascs
36710348,low malignant breast cancer
36710348,malignancy of breast cancer
36710275,breast cancer
36710275,cancer
36710275,deaths
36710275,breast tumor
36710237,weight gain
36710237,breast cancer
36710237,ductal carcinoma
36710237,anxious
36710145,breast cancer
36710145,toxicity
36710145,cancer
36710145,gonadotoxicity
36710145,premature ovarian insufficiency
36710119,metabolic syndrome
36710119,absence of obesity
36710119,obesity
36710119,obese
36710045,arrest
36710045,cancer
36710045,tumor
36710045,breast cancer
36709971,breast cancer
36709971,anxiety
36709967,breast cancer
36709964,cancer
36709964,breast cancer
36709941,non-small cell lung cancer
36709941,nsclc
36709879,breast cancer
36709879,cancer
36709850,infections
36709850,infection
36709836,breast cancer
36709836,tumor
36709718,breast cancer
36709708,breast cancer
36709639,oligometastatic breast cancer
36709639,toxicity
36709639,synchronous or metachronous ombc
36709639,metastases
36709629,breast cancer
36709629,tumor
36709629,breast cancers
36709629,cancer
36709501,cancer metastasis
36709501,tumor
36709501,hyperthermia
36709501,breast cancer
36709501,tumor metastasis
36709417,breast cancer
36709409,breast cancer
36709409,deep inspiration breath hold
36709314,hereditary colorectal cancer syndrome
36709314,colorectal cancer
36709314,crc
36709314,lynch syndrome
36709314,familial adenomatous polyposis
36709314,cancer
36709314,breast cancer
36709314,neoplasms
36709314,adenocarcinoma
36709314,familial colorectal cancer type x (fcctx) syndrome
36709314,familial colorectal aggregation
36709238,deepness
36709127,cancer
36709127,breast cancer
36709127,tumor
36709125,breast cancer
36709125,myelosuppression
36709125,hand foot syndrome
36709125,abnormal liver function
36709091,breast cancer brain metastases
36709091,neurological symptoms
36709091,breast cancer
36709091,brain metastases
36709091,brain metastasis
36709091,death
36709040,cancer
36709040,breast cancer
36709040,death
36709040,hr+her2- tumours
36709040,homologous recombination deficiency
36709040,hrd
36709040,hr+her2-ebc
36708898,cancer disorders
36708898,cancers
36708898,high efficiencies
36708898,drug entrapment
36708898,cytotoxicity
36708898,breast cancer
36708898,cancer
36708693,prostate cancer
36708693,chhip
36708693,hypoxia
36708693,inflammation
36708693,prostate tumours
36708693,tumour
36708693,tumours
36708693,cancer
36708582,breast cancer
36708582,lymphedema
36708582,axillary web syndrome
36708582,numbness
36708582,pain
36708582,lymphostasis
36708582,impairments in breast cancer
36708582,lymphedema.pain
36708581,cancer
36708564,breast cancer
36708564,cancer
36708561,cancer
36708561,breast cancer
36708561,tumors
36708561,cancers
36708561,tumor
36708554,cancer
36708554,breast cancer
36708554,malignant cancer
36708551,breast cancer
36708551,human diseases especially cancers
36708551,tumor
36708551,metastases
36708551,cancer
36708549,breast cancer
36701415,breast cancer
36701415,ml algorithms
36701415,cancer
36701343,mortality
36701343,breast cancer
36701343,cancer
36701152,covid-19
36701152,cancer
36701152,liver cancer
36701152,pancreatic cancer
36701152,ovarian cancer
36701152,breast cancer
36701152,thoracic cancers
36701152,ovary
36701152,esophageal cancers
36701152,urologic cancers
36701152,cancers
36701152,liver cancers
36701134,mastitis
36701103,breast cancer
36701100,colorectal cancer
36701100,cancer
36701100,obese
36701100,obesity
36701095,breast cancer
36701095,aggressive tumour
36701095,cancer
36701095,deaths
36701027,breast cancer
36701027,lymphedema
36701027,breast cancer related lymphedema
36701027,breast cancer-related lymphedema
36701001,breast cancer
36700973,hereditary diffuse gastric cancer
36700973,cancer
36700973,gastric cancer
36700973,lobular breast cancer
36700645,tumor
36700645,cytotoxicity
36700645,death
36700645,icd
36700645,death 1 (pd-1) checkpoint blockade
36700645,breast cancer
36700645,cancer
36700593,breast cancer
36700593,salmonella choleraesis
36700475,gastric cancer
36700475,tumor
36700472,breast cancer
36700469,breast cancer
36700469,malignant tumors
36700469,cancer
36700469,deaths
36700469,malignancies
36700469,bc tumors
36700469,decreased carcinogenesis
36700469,tumor
36700469,bc malignancy
36700363,breast cancer
36700318,breast cancer
36700242,breast cancer
36700242,bmd
36700242,fracture
36700242,vertebral fractures
36700242,fractured
36700242,inertia
36700147,cancer
36700147,malignant tumors
36700147,cytotoxicity of psc
36700147,cytotoxicity
36700147,breast cancer
36700147,tumor
36700017,breast cancer
36700017,infection
36700017,seroma
36700017,skin flap necrosis
36700017,hematoma
36699993,pain
36699993,breast cancer
36699993,acute pain
36699993,pain unpleasantness
36699974,breast cancer
36699974,cancer
36699974,mortality
36699826,breast cancer
36699826,cancer
36699826,death
36699789,benign-appearing fibroepithelial lesion
36699789,fibroadenoma
36699789,tumor
36699789,cancer
36699789,fibroepithelial lesion
36699456,breast cancer
36699456,basal breast cancer
36699456,tumor
36699456,cancer
36699456,chemoresponsiveness in breast cancer
36699453,acute myeloid leukemia
36699453,aml
36699453,cancer
36699453,multidimensional cancer
36699453,leukemia
36699449,clear cell renal cell carcinoma
36699449,glioma
36699449,breast cancer
36699449,ovarian cancer
36699449,cell renal cell carcinoma
36699449,ccrcc
36699449,tumors
36699449,cancer
36699449,renal cell carcinoma
36699449,tumor
