PMID,Publication_Title
36781474,Tumor selective Ru(III) Schiff bases complexes with strong in vitro activity toward cisplatin-resistant MDA-MB-231 breast cancer cells.
36781387,Oncological surgery follow-up and quality of life: meta-analysis.
36781238,[Pathological features and immune microenvironment in HER-2 intratumoral heterogeneous breast cancers].
36781224,"Epidemiology and Risk Factors for Breast Cancer: 21st Century Advances, Gaps to Address through Interdisciplinary Science."
36781223,Human Ductal Carcinoma In Situ: Advances and Future Perspectives.
36781219,Newly Developed Targeted Therapies Against the Androgen Receptor in Triple-Negative Breast Cancer: A Review.
36781147,"Design, synthesis, and anti-triple negative breast cancer activity of novel Toosendanin derivatives."
36781026,Tamoxifen retinopathy.
36780963,Self-assembled nanocomposites of carboxymethyl beta-dextran/protamine sulfate for enhanced chemotherapeutic drug sensitivity of triple-negative breast cancer by autophagy inhibition via a ternary collaborative strategy.
36780904,Associations of Physical Activity With Breast Cancer Risk: Findings From the UK Biobank Prospective Cohort Study.
36780838,Cost-effectiveness of sacituzumab govitecan versus chemotherapy in advanced or metastatic triple-negative breast cancer.
36780800,Comprehensive landscape of the IPAF inflammasomes in pan-cancer: A bulk omics research and single-cell sequencing validation.
36780734,"G-CSF filgrastim biosimilar-Sandoz reduces the incidence of febrile neutropenia in patients receiving chemotherapy regimens with rest periods not exceeding 14 days: A French, multicenter, prospective, non-interventional study."
36780624,NAVIGATION SURGERY FOR INTRAOPERATIVE SENTINEL LYMPH NODE DETECTION USING ICG IN BREAST CANCER PATIENTS.
36780614,PATHOLOGIC FINDINGS IN GENDER-AFFIRMING MASTECTOMY: A SYSTEMATIC REVIEW.
36780610,US Food and Drug Administration Approval Summary: Fam-Trastuzumab Deruxtecan-nxki for Human Epidermal Growth Factor Receptor 2-Low Unresectable or Metastatic Breast Cancer.
36780587,Cognitive Problems in Older Breast Cancer Survivors.
36780531,An HLA-G/SPAG9/STAT3 axis promotes brain metastases.
36780467,"Year-end highlights in metastatic triple-negative breast cancer from the 2022 American Society of Clinical Oncology Annual Meeting, and the European Society for Medical Oncology Congress and Breast Cancer Congress."
36780460,Highlights in metastatic breast cancer from the 2022 San Antonio Breast Cancer Symposium.
36780448,Research Progress on Bioactive Metal Complexes against ER-Positive Advanced Breast Cancer.
36780426,Homologation of the Alkyl Side Chain of Antimitotic Phenyl 4-(2-Oxo-3-alkylimidazolidin-1-yl)benzenesulfonate Prodrugs Selectively Targeting CYP1A1-Expressing Breast Cancers Improves Their Stability in Rodent Liver Microsomes.
36780418,GLUT-Targeting Phototherapeutic Nanoparticles for Synergistic Triple Combination Cancer Therapy.
36780335,Pathways of the Dissociative Electron Attachment Observed in 5- and 6-Azidomethyluracil Nucleosides: Nitrogen (N2) Elimination vs Azide Anion (N3-) Elimination.
36780270,Piezocatalytic 2D WS2 Nanosheets for Ultrasound-Triggered and Mitochondria-Targeted Piezodynamic Cancer Therapy Synergized with Energy Metabolism-Targeted Chemotherapy.
36780234,Application of novel breast biospecimen cell type adjustment identifies shared DNA methylation alterations in breast tissue and milk with breast cancer risk factors.
36780232,Changes in breast cancer risk and risk factor profiles among U.S.-born and immigrant Asian American women residing in the San Francisco Bay Area.
36780214,An Adapted Cancer Screening Education Program for Native American Women With Intellectual and Developmental Disabilities and Their Caregivers: Protocol for Feasibility and Acceptability Testing.
36780065,"Open-source, fully-automated hybrid cardiac substructure segmentation: development and optimisation."
36779982,Socioeconomic Factors and Adherence to Health Care Recommendations in Adolescent and Young Adult Cancer Survivors.
36779961,Energy decomposition and waterswapping analysis to investigate the SNP associated DPD mediated 5-FU resistance.
36779863,A systematic review and multilevel regression analysis reveals the comorbidity prevalence in cancer.
36779764,Identification of target proteins for breast cancer genetic risk loci and blood risk biomarkers in a large study by integrating genomic and proteomic data.
36779542,Periodic Mesoporous Ionosilica Nanoparticles for BODIPY Delivery and Photochemical Internalization of siRNA.
36779378,Camptothecin loaded casein nanosystem for tuning the therapeutic efficacy against highly metastatic triple-negative breast cancer cells.
36779309,Participation in breast cancer screening and its influence on other cancer screening invitations: study in women aged 56 years old in four French departments.
36779253,Combined proliferation and apoptosis index provides better risk stratification in breast cancer.
36779121,Therapeutic Reduction Mammoplasty: Experience of a Single Institute.
36779118,Radiological Evaluation of a Malignant Gastrointestinal Stromal Tumor in a Female Patient With the Coincidental Detection of Primary Breast Cancer: A Case Report.
36779038,Malmo Breast ImaginG database: objectives and development.
36778984,Trends in Survival and Surgical Methods in Patients Surgically Treated for Metastatic Spinal Tumors: 25-Year Experience in a Single Institution.
36778924,Barriers and facilitators to provide multidisciplinary care for breast cancer patients in five Latin American countries: A descriptive-interpretative qualitative study.
36778795,Segmental thoracic spinal anesthesia versus general anesthesia for breast cancer surgery: A prospective randomized-controlled open-label trial.
36778756,"Causal Discovery in High-dimensional, Multicollinear Datasets."
36778735,Association between endocrine therapy and cognitive decline in breast cancer based on propensity score matching.
36778653,Pseudoangiomatous Stromal Hyperplasia: Radiologic-Pathologic Correlation.
36778652,Diagnostic Contrast-Enhanced Mammography Performed Immediately Prior to Same-Day Biopsy: An Analysis of Index Lesion Enhancement Compared to Histopathology and Follow-up in Patients With Suspicious Ultrasound Findings.
36778385,The lived experience of breast cancer patients on adjuvant endocrine therapy: Side effects and coping strategies during the first year of medication initiation.
36778377,"EstroGene database reveals diverse temporal, context-dependent and directional estrogen receptor regulomes in breast cancer."
36778343,Robust biomarker discovery through multiplatform multiplex image analysis of breast cancer clinical cohorts.
36778271,Identification and characterization of a proliferative cell population in estrogen receptor-positive metastatic breast cancer through spatial and single-cell transcriptomics.
36778256,Organoid generation from mouse mammary tumors captures the genetic heterogeneity of clinically relevant copy number alterations.
36778247,Arginine shortage induces replication stress and confers genotoxic resistance by inhibiting histone H4 translation and promoting PCNA polyubiquitination.
36778229,Single-cell RNA sequencing reveals dysregulated fibroblast subclusters in prurigo nodularis.
36778115,The FGFR1 Signaling Pathway Upregulates the Oncogenic Transcription Factor FOXQ1 to Promote Breast Cancer Cell Growth.
36778109,Erratum: A Long Non-coding RNA Lnc712 Regulates Breast Cancer Cell Proliferation: Erratum.
36778023,PAnno: A pharmacogenomics annotation tool for clinical genomic testing.
36777516,A novel PTEN mutant caused by polymorphism in cis-regulatory elements is involved in chemosensitivity in breast cancer.
36777514,Improved platform for breast cancer circulating tumor cell enrichment and characterization with next-generation sequencing technology.
36777513,Combined inhibition of PARP and ATR synergistically potentiates the antitumor activity of HER2-targeting antibody-drug conjugate in HER2-positive cancers.
36777506,An overview of the correlation between IPI and prognosis in primary breast lymphoma.
36777502,"Synergistic activity of ABT-263 and ONC201/TIC10 against solid tumor cell lines is associated with suppression of anti-apoptotic Mcl-1, BAG3, pAkt, and upregulation of pro-apoptotic Noxa and Bax cleavage during apoptosis."
36777384,Moderately hypofractionated radiation therapy for breast cancer: A Brazilian cohort study.
36777322,Cost containment analysis and access to treatment associated with adopting hypofractionated radiation therapy from the Brazilian perspective.
36777282,"Breast and Cervical cancer disparities in Alabama: current scenario, ongoing efforts to reduce the disparity gaps, and what more we could be doing."
36777230,Effects of dyadic-based physical activity intervention on cancer-related fatigue among cancer survivors: A scoping review.
36777188,Reconstructing mutational lineages in breast cancer by multi-patient-targeted single-cell DNA sequencing.
36776843,"By integrating single-cell RNA-seq and bulk RNA-seq in sphingolipid metabolism, CACYBP was identified as a potential therapeutic target in lung adenocarcinoma."
36776716,Association of CDH1 Germline Variants and Colon Polyp Phenotypes in Patients with Hereditary Diffuse Gastric Cancer.
36776542,Optimized Radiomics Nomogram Based on Automated Breast Ultrasound System: A Potential Tool for Preoperative Prediction of Metastatic Lymph Node Burden in Breast Cancer.
36776541,Factors Predicting Positive Sentinel Lymph Node Biopsy in Clinically Node-Negative Breast Cancer [Response to Letter].
36776368,Correlation between the Warburg effect and progression of triple-negative breast cancer.
36776359,"Libyan cancer patients at King Hussein Cancer Center for more than a decade, the current situation, and a future vision."
36776335,Bibliometric analysis of global research on physical activity and sedentary behavior in the context of cancer.
36776315,A nomogram based on combining clinical features and contrast enhanced ultrasound is not able to identify Her-2 over-expressing cancer from other breast cancers.
36776297,"Ovarian Real-World International Consortium (ORWIC): A multicentre, real-world analysis of epithelial ovarian cancer treatment and outcomes."
36776291,Cancer beliefs and screening behaviors: The impact of neighborhood and other social determinants of health.
36775971,Prognostic value of alkaline phosphatase and bone-specific alkaline phosphatase in breast cancer: A systematic review and meta-analysis.
36775863,Women's Metaphors About BRCA Gene Testing and How They Can Inform Health Communication Theory and Practice.
36775838,"Nimesulide, a COX-2 inhibitor, sensitizes pancreatic cancer cells to TRAIL-induced apoptosis by promoting DR5 clustering  ."
36761830,"Goji berry (Lycium barbarum) inhibits the proliferation, adhesion, and migration of oral cancer cells by inhibiting the ERK, AKT, and CyclinD cell signaling pathways: an in-vitro study."
36775765,Is Taxane Rechallenge Time Dependent in Patients With Advanced Triple-Negative Breast Cancer?
36775657,Molecular dynamics simulations reveal the effect of mutations in the RING domains of BRCA1-BARD1 complex and its relevance to the prognosis of breast cancer.
36775656,"Discovery of novel VEGFR2-TK inhibitors by phthalimide pharmacophore based virtual screening, molecular docking, MD simulation and DFT."
36775648,The synergistic effect of physical activity and nutrition to improve the quality of life in breast cancer patients: a systemic review.
36775449,Hedgehog blockade remodels the gut microbiota and the intestinal effector CD8+ T cells in a mouse model of mammary carcinoma.
36775354,"Quantitative assessment of Siglec-15 expression in lung, breast, head, and neck squamous cell carcinoma and bladder cancer."
36775350,Quantitative measurement of HER2 expression to subclassify ERBB2 unamplified breast cancer.
36775264,[Expert consensus on the diagnosis and treatment of young breast cancer in China (2022 Edition)].
36775260,In silico de novo drug design of a therapeutic peptide inhibitor against UBE2C in breast cancer.
36775221,Silver sulfide coated alginate radioenhancer for enhanced X-ray radiation therapy of breast cancer.
36775206,Maternal lifestyle and nutrient intakes during pregnancy and exclusive breastfeeding in relation to risk factors for breast cancer: The Japan Environment and Children's Study.
36775066,The impact of endocrine disrupting compounds and carcinogens in wastewater: Implications for breast cancer.
36774875,Capsaicin-loaded alginate nanoparticles embedded polycaprolactone-chitosan nanofibers as a controlled drug delivery nanoplatform for anticancer activity.
36774758,A review on the role of LINC00173 in human cancers.
36774756,Early breast cancer in women aged 35 years or younger: A large national multicenter French population-based case control-matched analysis.
36774698,"Design, synthesis, and discovery of Eudistomin Y derivatives as lysosome-targeted antiproliferation agents."
36774694,"Concordance of cancer drug therapy information derived from routinely collected hospital admissions data and the Systemic Anti-Cancer Therapy (SACT) dataset, for older women diagnosed with early invasive breast cancer in England."
36774644,Psychological distress and decision-making factors for prophylactic bilateral mastectomy in cancer-unaffected BRCA1/2 pathogenic variant carriers.
36774555,"Design, Synthesis, and Biological Evaluation of a Potent Dual EZH2-BRD4 Inhibitor for the Treatment of Some Solid Tumors."
36774447,Psychological impact of risk-stratified screening as part of the NHS Breast Screening Programme: multi-site non-randomised comparison of BC-Predict versus usual screening (NCT04359420).
36774408,Targeting the E3 ligase NEDD4 as a novel therapeutic strategy for IGF1 signal pathway-driven gastric cancer.
36774386,Epigenetic alterations impede epithelial-mesenchymal transition by modulating centrosome amplification and Myc/RAS axis in triple negative breast cancer cells.
36774357,Virtual elastography ultrasound via generative adversarial network for breast cancer diagnosis.
36774339,DNMT3a-dermatopontin axis suppresses breast cancer malignancy via inactivating YAP.
36774194,Racial and ethnic disparities in cervical and breast cancer screenings by nativity and length of U.S. residence.
36773967,The utilization of artificial intelligence applications to improve breast cancer detection and prognosis.
36773860,Folic-acid adorned alginate-polydopamine modified paclitaxel/Zn-CuO nanocomplex for pH triggered drug release and synergistic antitumor efficacy.
36773804,Human Cytochrome P450 17A1 Structures with Metabolites of Prostate Cancer Drug Abiraterone Reveal Substrate-Binding Plasticity and a Second Binding Site.
36773796,Cellular transformation promotes the incorporation of docosahexaenoic acid into the endolysosome-specific lipid bis(monoacylglycerol)phosphate in breast cancer.
36773567,MARCO is a potential prognostic and immunotherapy biomarker.
36773531,Amide proton transfer (APT) imaging of breast cancers and its correlation with biological status.
36773530,Preoperative localization of breast lesions: Comparing digital breast tomosynthesis-guided radioactive seed localization versus standard 2D stereotactic radioactive seed localization.
36773471,Intention matters: Success rate of bilateral salpingo-oophorectomy at the time of vaginal hysterectomy for pelvic organ prolapse.
36773404,A matched case-control study of the prognosis of early breast cancer in patients with Li-Fraumeni syndrome (BREAST TP53).
36773403,"Taxane rechallenge during metastatic disease in HER-2 negative breast cancer patients: Clinical activity, tolerance and survival results."
36773184,Estrogen therapy after breast cancer diagnosis and breast cancer mortality risk.
36773123,The Role of Attachment Styles on Quality of Life and Distress Among Early-Stage Female Breast Cancer Patients: A Systematic Review.
36773021,Cognitive function and breast cancer molecular subtype before and after chemotherapy.
36772982,Socioeconomic inequalities in waiting times for planned and cancer surgery: Evidence from Spain.
36772966,Therapeutic Role of Tamoxifen for Triple-Negative Breast Cancer: Leveraging the Interaction Between ERbeta and Mutant p53.
36772947,"Letter to the Editor From Wang et al.: ""Hormonal Crosstalk Between Thyroid and Breast Cancer""."
36772945,Dissecting the role of cancer-associated fibroblast-derived biglycan as a potential therapeutic target in immunotherapy resistance: A tumor bulk and single-cell transcriptomic study.
36772932,"Assessment of knowledge, understanding and awareness of Chinese women clinical staff towards menopause hormone therapy: a survey study."
36772889,Sodium thiosulfate as cisplatin otoprotectant in children: The challenge of when to use it.
36772881,Concentration QTc Analysis of Giredestrant: Overcoming QT/HR Confounding in the Presence of Drug-Induced Heart Rate Changes.
36772832,Feasibility and usability of a personalized mHealth app for self-management in the first year following breast cancer surgery.
36772804,"Chemical composition and anticancer activity of the essential oil from Vicia ochroleuca Ten., quite rare plant in Kabylia (Algeria)."
36772795,Differential contractility regulates cancer stem cell migration.
36772592,A Two-Step Feature Selection Radiomic Approach to Predict Molecular Outcomes in Breast Cancer.
36772536,Evaluating the Performance of Algorithms in Axillary Microwave Imaging towards Improved Breast Cancer Staging.
36772473,A Comprehensive Landscape of Imaging Feature-Associated RNA Expression Profiles in Human Breast Tissue.
36772091,Design of Ultra-Wideband Phased Array Applicator for Breast Cancer Hyperthermia Therapy.
36771614,The Antioxidant and Proapoptotic Effects of Sternbergia clusiana Bulb Ethanolic Extract on Triple-Negative and Estrogen-Dependent Breast Cancer Cells In Vitro.
36771391,Chemical Characterization of Honey and Its Effect (Alone as well as with Synthesized Silver Nanoparticles) on Microbial Pathogens' and Human Cancer Cell Lines' Growth.
36771385,Carrot Intake and Risk of Developing Cancer: A Prospective Cohort Study.
36771239,Intermittent Fasting in Breast Cancer: A Systematic Review and Critical Update of Available Studies.
36771230,Narrow Leafed Lupin (Lupinus angustifolius L.) beta-Conglutin Seed Proteins as a New Natural Cytotoxic Agents against Breast Cancer Cells.
36771161,A Review of Different Types of Liposomes and Their Advancements as a Form of Gene Therapy Treatment for Breast Cancer.
36771126,"Towards Developing Novel Prostate Cancer Recurrence Suppressors: Acute Toxicity of Pseurotin A, an Orally Active PCSK9 Axis-Targeting Small-Molecule in Swiss Albino Mice."
36771106,Mushroom-Derived Compounds as Metabolic Modulators in Cancer.
36771058,Folic Acid Functionalized Diallyl Trisulfide-Solid Lipid Nanoparticles for Targeting Triple Negative Breast Cancer.
36771032,"Ulvophyte Green Algae Caulerpa lentillifera: Metabolites Profile and Antioxidant, Anticancer, Anti-Obesity, and In Vitro Cytotoxicity Properties."
36770957,Impact of Ag/ZnO Reinforcements on the Anticancer and Biological Performances of CA@Ag/ZnO Nanocomposite Materials.
36770951,Studies on the Complexation of Platinum(II) by Some 4-Nitroisoxazoles and Testing the Cytotoxic Activity of the Resulting Complexes.
36770881,Biosynthesized Silver Nanoparticles Using Morus alba (White Mulberry) Leaf Extract as Potential Antibacterial and Anticancer Agents.
36770864,Bioactive Clerodane Diterpenoids from the Leaves of Casearia coriacea Vent.
36770830,Ferritin-Coated SPIONs as New Cancer Cell Targeted Magnetic Nanocarrier.
36770785,"In Silico Study on the Interactions, Molecular Docking, Dynamics and Simulation of Potential Compounds from Withania somnifera (L.) Dunal Root against Cancer by Targeting KAT6A."
36770781,Icaritin Derivative IC2 Induces Cytoprotective Autophagy of Breast Cancer Cells via SCD1 Inhibition.
36770598,Wnt Signaling Pathway Collapse upon beta-Catenin Destruction by a Novel Antimicrobial Peptide SKACP003: Unveiling the Molecular Mechanism and Genetic Activities Using Breast Cancer Cell Lines.
36770518,"The Cytotoxicity of Carbon Nanotubes and Hydroxyapatite, and Graphene and Hydroxyapatite Nanocomposites against Breast Cancer Cells."
36770357,3D AFM Nanomechanical Characterization of Biological Materials.
36769814,"Does the Pathologic Fracture Predict Severe Paralysis in Patients with Metastatic Epidural Spinal Cord Compression (MESCC)?-A Retrospective, Single-Center Cohort Analysis."
36769616,State of the Art in 2022 PET/CT in Breast Cancer: A Review.
36769602,Predictive Biomarkers for Response to Immunotherapy in Triple Negative Breast Cancer: Promises and Challenges.
36769509,Robustness of Breast Margins with Volumetric Modulated Arc Therapy without a Six-Degrees-of-Freedom Couch: A Dosimetric Evaluation.
36769386,Long-Term Results after Autologous Breast Reconstruction with DIEP versus PAP Flaps Based on Quality of Life and Aesthetic Outcome Analysis.
36769287,Triple-Negative Breast Cancer and Predictive Markers of Response to Neoadjuvant Chemotherapy: A Systematic Review.
36769280,Ubiquitin-Related Modifier 1 (URM-1) Modulates Cx43 in Breast Cancer Cell Lines.
36769274,"Targets Involved in the Anti-Cancer Activity of Quercetin in Breast, Colorectal and Liver Neoplasms."
36769251,"The Association of Integrins beta3, beta4, and alphaVbeta5 on Exosomes, CTCs and Tumor Cells with Localization of Distant Metastasis in Breast Cancer Patients."
36769215,Characterization of Hormone Receptor and HER2 Status in Breast Cancer Using Mass Spectrometry Imaging.
36769210,Evolution of Antiretroviral Drug Rilpivirine and Approach to Oncology.
36769184,Expression of RBMS3 in Breast Cancer Progression.
36769177,Harnessing the LdCsm RNA Detection Platform for Efficient microRNA Detection.
36769125,The Orphan GPR50 Receptor Regulates the Aggressiveness of Breast Cancer Stem-like Cells via Targeting the NF-kB Signaling Pathway.
36769029,Health Benefits of Coffee Consumption for Cancer and Other Diseases and Mechanisms of Action.
36768939,MicroRNA and Messenger RNA Expression Profiles in Canine Mammary Gland Tumor.
36768923,Reactivity Graph Yields Interpretable IgM Repertoire Signatures as Potential Tumor Biomarkers.
36768866,Breast Cancer: From Pathophysiology to Novel Therapeutic Approaches 2.0.
36768848,IRAK2 Downregulation in Triple-Negative Breast Cancer Cells Decreases Cellular Growth In Vitro and Delays Tumour Progression in Murine Models.
36768838,GRHL2 Regulation of Growth/Motility Balance in Luminal versus Basal Breast Cancer.
36768830,VT68.2: An Antibody to Chondroitin Sulfate Proteoglycan 4 (CSPG4) Displays Reactivity against a Tumor-Associated Carbohydrate Antigen.
36768815,"""Pulsed Hypoxia"" Gradually Reprograms Breast Cancer Fibroblasts into Pro-Tumorigenic Cells via Mesenchymal-Epithelial Transition."
36768694,Targeting the Retinoic Acid Pathway to Eradicate Cancer Stem Cells.
36768647,Effective or Harmful-Evaluation of Locally Applied Antibiotics on Adipose Tissue during Lipofilling to the Breast-An In Vitro Study.
36768623,Detection of Circulating Tumor Cell-Related Markers in Gynecologic Cancer Using Microfluidic Devices: A Pilot Study.
36768568,Exploring the Biological Properties of Zn(II) Bisthiosemicarbazone Helicates.
36768478,Expression of CD22 in Triple-Negative Breast Cancer: A Novel Prognostic Biomarker and Potential Target for CAR Therapy.
36768470,Resveratrol Analogs and Prodrugs Differently Affect the Survival of Breast Cancer Cells Impairing Estrogen/Estrogen Receptor alpha/Neuroglobin Pathway.
36768435,Proteins Found in the Triple-Negative Breast Cancer Secretome and Their Therapeutic Potential.
36768427,The Critical Impact of Sphingolipid Metabolism in Breast Cancer Progression and Drug Response.
36768363,"The Effect of Silica Nanoparticles (SiNPs) on Cytotoxicity, Induction of Oxidative Stress and Apoptosis in Breast Cancer Cell Lines."
36768298,The Role of Different Types of microRNA in the Pathogenesis of Breast and Prostate Cancer.
36768191,Discrimination between Complete versus Non-Complete Pathologic Response to Neoadjuvant Therapy Using Ultrasensitive Mutation Analysis: A Proof-of-Concept Study in BRCA1-Driven Breast Cancer Patients.
36768147,"Association of the Telomerase Reverse Transcriptase rs10069690 Polymorphism with the Risk, Age at Onset and Prognosis of Triple Negative Breast Cancer."
36768046,Association between Poverty and Refraining from Seeking Medical Care during the COVID-19 Pandemic in Japan: A Prospective Cohort Study.
36767928,"Safety of Combined Targeted and Helixor Viscum album L. Therapy in Breast and Gynecological Cancer Patients, a Real-World Data Study."
36767461,Comparison of Single Target-Controlled Infusion Pump-Delivered Mixed Propofol and Remifentanil with Two Target-Controlled Infusion Pumps-Delivered Propofol and Remifentanil in Patients Undergoing Breast Cancer Surgery-A Prospective Study.
36767318,Multivariate Pharma Technology Transfer Analysis: Civilization Diseases and COVID-19 Perspective.
36767117,Encouraging and Reinforcing Safe Breastfeeding Practices during the COVID-19 Pandemic.
36767078,Gauging the Changing Landscape: Telehealth Perceptions among Hispanic Females with Breast Cancer.
36767073,Quality of Life and Side Effects Management in Cancer Treatment-A Cross Sectional Study.
36767056,Coping Self-Efficacy and Its Relationship with Psychological Morbidity after Genetic Test Result Disclosure: Results from Cancer-Unaffected BRCA1/2 Mutation Carriers.
36767006,Framework for Adoption of Next-Generation Sequencing (NGS) Globally in the Oncology Area.
36766992,Use of Ultrasound and Ki-67 Proliferation Index to Predict Breast Cancer Tumor Response to Neoadjuvant Endocrine Therapy.
36766923,Understanding Patient Experience with Outpatient Cancer Rehabilitation Care.
36766907,Patients' Perspectives of Interprofessional Collaboration in Breast Cancer Unit.
36766896,Metformin Therapy and Breast Cancer Incidence in the Ha'il Region.
36766893,Cancer of the Cervix in Bulgaria: Epidemiology of a Crisis.
36766858,The Effects of the Ukrainian Conflict on Oncological Care: The Latest State of the Art.
36766793,Ultrastructural Analysis of Cancer Cells Treated with the Radiopharmaceutical Radium Dichloride ([223Ra]RaCl2): Understanding the Effect on Cell Structure.
36766786,RUNX1 Is Regulated by Androgen Receptor to Promote Cancer Stem Markers and Chemotherapy Resistance in Triple Negative Breast Cancer.
36766734,Light-Enhanced Cytotoxicity of Doxorubicin by Photoactivation.
36766731,Transcriptomic and Functional Evidence That miRNA193a-3p Inhibits Lymphatic Endothelial Cell (LEC) and LEC + MCF-7 Spheroid Growth Directly and by Altering MCF-7 Secretome.
36766710,"Systemically Identifying Triple-Negative Breast Cancer Subtype-Specific Prognosis Signatures, Based on Single-Cell RNA-Seq Data."
36766681,A Medical Image Segmentation Method Based on Improved UNet 3+ Network.
36766645,"A Novel Nomogram Based on Imaging Biomarkers of Shear Wave Elastography, Angio Planewave Ultrasensitive Imaging, and Conventional Ultrasound for Preoperative Prediction of Malignancy in Patients with Breast Lesions."
36766641,A Systematic Review of Application Progress on Machine Learning-Based Natural Language Processing in Breast Cancer over the Past 5 Years.
36766617,Diagnostic Usefulness of Diffusion-Weighted MRI for Axillary Lymph Node Evaluation in Patients with Breast Cancer.
36766575,Clinical Evidence of Circulating Tumor DNA Application in Aggressive Breast Cancer.
36766541,Classifying Breast Cancer Metastasis Based on Imaging of Tumor Primary and Tumor Biology.
36766517,Optimized S-Curve Transformation and Wavelets-Based Fusion for Contrast Elevation of Breast Tomograms and Mammograms.
36766486,"Expression of the Immunohistochemical Markers CK5, CD117, and EGFR in Molecular Subtypes of Breast Cancer Correlated with Prognosis."
36766484,Contribution of Outpatient Ultrasound Transvaginal Biopsy and Puncture in the Diagnosis and Treatment of Pelvic Lesions: A Bicenter Study.
36766472,Prone versus Supine FDG PET/CT in the Staging of Breast Cancer.
36766453,A Novel Medical Image Enhancement Algorithm for Breast Cancer Detection on Mammography Images Using Machine Learning.
36766450,Development of an Artificial Intelligence-Based Breast Cancer Detection Model by Combining Mammograms and Medical Health Records.
36766292,Proof-of-Concept Study of an Alpha-Fetoprotein-Derived Peptide for the Management of Canine Mammary Cancer.
36765925,"Enhancer Clusters Drive Type I Interferon-Induced TRAIL Overexpression in Cancer, and Its Intracellular Protein Accumulation Fails to Induce Apoptosis."
36765923,CDK4/6 Inhibitors in Pancreatobiliary Cancers: Opportunities and Challenges.
36765921,Prediction of the Malignancy of a Breast Lesion Detected on Breast Ultrasound: Radiomics Applied to Clinical Practice.
36765912,Changes in Expression of Tumor Suppressor Gene RKIP Impact How Cancers Interact with Their Complex Environment.
36765902,Genomic Prostate Score: A New Tool to Assess Prognosis and Optimize Radiation Therapy Volumes and ADT in Intermediate-Risk Prostate Cancer.
36765900,Computational Pathology for Breast Cancer and Gynecologic Cancer.
36765888,"2,2-Diphenethyl Isothiocyanate Enhances Topoisomerase Inhibitor-Induced Cell Death and Suppresses Multi-Drug Resistance 1 in Breast Cancer Cells."
36765887,Traffic-Related Air Pollution and Breast Cancer Risk: A Systematic Review and Meta-Analysis of Observational Studies.
36765876,Impact of Surgical Care Bundle on Surgical Site Infection after Non-Reconstructive Breast Cancer Surgery: A Single-Centre Retrospective Comparative Cohort Study.
36765870,Tumour Growth Models of Breast Cancer for Evaluating Early Detection-A Summary and a Simulation Study.
36765866,PET/CT with Fibroblast Activation Protein Inhibitors in Breast Cancer: Diagnostic and Theranostic Application-A Literature Review.
36765860,"The Rochester Modified Magee Algorithm (RoMMa): An Outcomes Based Strategy for Clinical Risk-Assessment and Risk-Stratification in ER Positive, HER2 Negative Breast Cancer Patients Being Considered for Oncotype DX  Testing."
36765853,Exosome-Transmitted tRF-16-K8J7K1B Promotes Tamoxifen Resistance by Reducing Drug-Induced Cell Apoptosis in Breast Cancer.
36765851,Response to Ovarian Stimulation for Urgent Fertility Preservation before Gonadotoxic Treatment in BRCA-Pathogenic-Variant-Positive Breast Cancer Patients.
36765843,Elevation of Cytoplasmic Calcium Suppresses Microtentacle Formation and Function in Breast Tumor Cells.
36765839,Hyperparameter Optimizer with Deep Learning-Based Decision-Support Systems for Histopathological Breast Cancer Diagnosis.
36765831,Facilitating Factors and Barriers in the Return to Work of Working Women Survivors of Breast Cancer: A Qualitative Study.
36765796,Deep Learning with Transformer or Convolutional Neural Network in the Assessment of Tumor-Infiltrating Lymphocytes (TILs) in Breast Cancer Based on US Images: A Dual-Center Retrospective Study.
36765786,Factors Influencing Residual Glandular Breast Tissue after Risk-Reducing Mastectomy in Genetically Predisposed Individuals Detected by MRI Mammography.
36765782,"MicroRNAs with Multiple Targets of Immune Checkpoints, as a Potential Sensitizer for Immune Checkpoint Inhibitors in Breast Cancer Treatment."
36765778,The Omega-3 Docosahexaenoyl Ethanolamide Reduces CCL5 Secretion in Triple Negative Breast Cancer Cells Affecting Tumor Progression and Macrophage Recruitment.
36765776,Implementing HRD Testing in Routine Clinical Practice on Patients with Primary High-Grade Advanced Ovarian Cancer.
36765765,"The Evolution of Ki-67 and Breast Carcinoma: Past Observations, Present Directions, and Future Considerations."
36765724,Tumor Infiltrating Lymphocytes across Breast Cancer Subtypes: Current Issues for Biomarker Assessment.
36765720,HER2 and BARD1 Polymorphisms in Early HER2-Positive Breast Cancer Patients: Relationship with Response to Neoadjuvant Anti-HER2 Treatment.
36765717,Potent Inhibition of Macropinocytosis by Niclosamide in Cancer Cells: A Novel Mechanism for the Anticancer Efficacy for the Antihelminthic.
36765715,"Innate Immune Program in Formation of Tumor-Initiating Cells from Cells-of-Origin of Breast, Prostate, and Ovarian Cancers."
36765709,CANTO-RT: One of the Largest Prospective Multicenter Cohort of Early Breast Cancer Patients Treated with Radiotherapy including Full DICOM RT Data.
36765699,Combined Hyperthermia and Re-Irradiation in Non-Breast Cancer Patients: A Systematic Review.
36765690,Sialyl LewisX/A and Cytokeratin Crosstalk in Triple Negative Breast Cancer.
36765683,Cancer-Associated Adipocytes and Breast Cancer: Intertwining in the Tumor Microenvironment and Challenges for Cancer Therapy.
