PMID,Publication_Title
36714379,Critical Evaluation of Secondary Cancer Risk After Breast Radiation Therapy with Hybrid Radiotherapy Techniques.
36714356,Neoadjuvant Chemotherapy for Breast Cancer: Evolution of Clinical Practice in a French Cancer Center Over 16 Years and Pathologic Response Rates According to Tumor Subtypes and Clinical Tumor Size: Retrospective Cohort Study.
36714346,"Adjuvant tamoxifen switched to exemestane treatment in postmenopausal women with estrogen receptor-positive early breast cancer: A pragmatic, multicenter, and prospective clinical trial in China."
36714331,Impact of the polymer backbone chemistry on interactions of amino-acid-derived zwitterionic polymers with cells.
36714261,ELOVL5 and IGFBP6 genes modulate sensitivity of breast cancer cells to ferroptosis.
36714159,Utility-based Bayesian personalized treatment selection for advanced breast cancer.
36713891,"Novel Benzo[4,5]imidazo[1,2-a]pyrimidine derivatives as selective Cyclooxygenase-2 Inhibitors: Design, synthesis, docking studies, and biological evaluation."
36713841,Mechanism of pyroptosis in neurodegenerative diseases and its therapeutic potential by traditional Chinese medicine.
36713812,DDR2 coordinates EMT and metabolic reprogramming as a shared effector of FOXQ1 and SNAI1.
36713712,"Syntheses, Structural Characterization, and Cytotoxicity Assessment of Novel Mn(II) and Zn(II) Complexes of Aroyl-Hydrazone Schiff Base Ligand."
36713695,Copper-Plumbagin Complex Produces Potent Anticancer Effects by Depolymerizing Microtubules and Inducing Reactive Oxygen Species and DNA Damage.
36713585,Unusual phylogenetic tree and circulating actionable ESR1 mutations in an aggressive luminal/HER2-low breast cancer: Case report.
36713573,Case report: Ewing sarcoma with EWSR-ERG fusion elevates procalcitonin extremely in the long term without infection.
36713564,Does breast oncoplastic surgery improve quality of life?
36713554,Research trend of circulating tumor DNA associated with breast cancer from 2012 to 2021: A bibliometric analysis.
36713553,Construction of a DNA damage repair gene signature for predicting prognosis and immune response in breast cancer.
36713550,Breast cancer and physical activity: A bibliometric analysis.
36713537,Clinicopathological characteristics and features of molecular subtypes of breast cancer at high altitudes.
36713514,Identification of a tumor immune-inflammation signature predicting prognosis and immune status in breast cancer.
36713510,Case report: Thyroid carcinoma invading trachea: Multidisciplinary resection and reconstruction assisted by extracorporeal membrane oxygenation.
36713507,Global research trends on anti-PD-1/anti-PD-L1 immunotherapy for triple-negative breast cancer: A scientometric analysis.
36713467,The likelihood of being helped or harmed as a patient-centred tool to assess cyclin dependent kinase 4/6 inhibitors clinical impact and safety in metastatic breast cancer: a systematic review and sensitivity-analysis.
36713412,The role of histone methylase and demethylase in antitumor immunity: A new direction for immunotherapy.
36713398,Heterodimeric IL-15 (hetIL-15) reduces circulating tumor cells and metastasis formation improving chemotherapy and surgery in 4T1 mouse model of TNBC.
36713317,A chemoproteoinformatics approach demonstrates that aspirin increases sensitivity to MEK inhibition by directly binding to RPS5.
36713213,SCCPMD: Probability matrix decomposition method subject to corrected similarity constraints for inferring long non-coding RNA-disease associations.
36713167,Naso-oropharyngeal microbiome from breast cancer patients diagnosed with COVID-19.
36712947,Identification of a Class of WNK Isoform-Specific Inhibitors Through High-Throughput Screening.
36712945,10-Gingerol Enhances the Effect of Taxol in Triple-Negative Breast Cancer via Targeting ADRB2 Signaling.
36712863,Integrated transcriptome and network analysis identifies EZH2/CCNB1/PPARG as prognostic factors in breast cancer.
36712861,"Relationship between serum TGF- beta 1, MMP-9 and IL-1beta and pathological features and prognosis in breast cancer."
36712858,"Triple negative breast cancer: Immunogenicity, tumor microenvironment, and immunotherapy."
36712855,Biological gene extraction path based on knowledge graph and natural language processing.
36712681,Corrigendum: Formulation and development of transferrin targeted solid lipid nanoparticles for breast cancer therapy.
36712662,Factors associated with the uptake of biosimilars for breast cancer treatment from the perspectives of physicians and patients-Evidence from China.
36712642,Novel targeted pH-responsive drug delivery systems based on PEGMA-modified bimetallic Prussian blue analogs for breast cancer chemotherapy.
36712480,Prospective associations of hemoglobin A1c and c-peptide with risk of diabetes-related cancers in the Cancer Prevention Study-II Nutrition Cohort.
36712364,Genomic screening reveals ubiquitin-like modifier activating enzyme 1 as a potent and druggable target in c-MYC-high triple negative breast cancer models.
36712357,Adaptive cognition implemented with a context-aware and flexible neuron for next-generation artificial intelligence.
36712139,Intermediate molecular phenotypes to identify genetic markers of anthracycline-induced cardiotoxicity risk.
36711885,Breast Cancer Survivors' Exercise Preferences Change During an Exercise Intervention and are associated with Post-Intervention Physical Activity.
36711811,Dock7 regulates AKT and mTOR/S6K activity required for the transformed phenotypes and survival of cancer cells.
36711780,Trim-Away in adult animals through Nano-ERASER and its application in cancer therapy.
36711761,Functional microRNA-Targeting Drug Discovery by Graph-Based Deep Learning.
36711754,Reciprocal inhibition of PIN1 and APC/CCDH1 controls timely G1/S transition and creates therapeutic vulnerability.
36711752,Estimating clinical risk in gene regions from population sequencing cohort data.
36711751,Cooperative NF-kappaB and Notch1 signaling promotes macrophage-mediated MenaINV expression in breast cancer.
36711732,A spatial map of human macrophage niches reveals context-dependent macrophage functions in colon and breast cancer.
36711612,Active Galphai/o mutants accelerate breast tumor metastasis via the c-Src pathway.
36711554,Neuronal-Activity Dependent Mechanisms of Small Cell Lung Cancer Progression.
36711546,Hetnet connectivity search provides rapid insights into how two biomedical entities are related.
36711437,Ovarian goiter detected during post-operative follow-up of papillary thyroid cancer: a case report.
36711299,"New iron(III) complexes with 2-formylpyridine thiosemicarbazones: Synthetic aspects, structural and spectral analyses and cytotoxicity screening against MCF-7 human cancer cells."
36710995,Investigating the Effects of Indirect Coculture of Human Mesenchymal Stem Cells on the Migration of Breast Cancer Cells: A Systematic Review and Meta-Analysis.
36710987,"Synthesis, Structural Characterization, and Cytotoxic Activity of New Benzo[d]imidazo[2,1-b]thiazole Derivatives Against MCF-7 Breast Cancer Cells."
36710732,Survivors' perceptions regarding the follow-up of pain complaints after breast cancer treatment: Distinct coping patterns.
36710655,Association of immune-related adverse events and efficacy in advanced non-small-cell lung cancer: a systematic review and meta-analysis.
36710654,Adjuvant CDK4/6 inhibitors: can they improve clinical outcomes in hormone receptor-positive (HR+) early breast cancer?
36710613,Ecological study of breast cancer incidence among nationals and nonnationals in the Gulf Cooperation Council countries.
36710380,Net benefit of diagnostic tests for multistate diseases: an indicator variables approach.
36710350,New insights on the interaction between m6A modification and non-coding RNA in cervical squamous cell carcinoma.
36710348,Cancer-educated mammary adipose tissue-derived stromal/stem cells in obesity and breast cancer: spatial regulation and function.
36710275,Association of altered metabolic profiles and long non-coding RNAs expression with disease severity in breast cancer patients: analysis by 1H NMR spectroscopy and RT-q-PCR.
36710237,Factors associated with weight gain after breast cancer: Results from a community-based survey of Australian women.
36710145,Approaches to Fertility Preservation for Young Women With Breast Cancer.
36710119,Coffee and metabolic phenotypes: A cross-sectional analysis of the Japan multi-institutional collaborative cohort (J-MICC) study.
36710045,Quantification of beta-galactosidase activity as a marker of radiation-driven cellular senescence.
36709971,"[Improved Patients' Satisfaction Level of Radiation Therapy: The Effect of ""Explainer Videos about Radiation Therapy"", ""Treatment of Breast Cancer Patients by Female Radiation Therapists"" and ""Treating Male Patients While Wearing Underwear in Pelvic Radiation Therapy""]."
36709967,Preventive effects of dexamethasone premedication on the development of infusion-related reactions in breast cancer patients receiving trastuzumab.
36709964,"Critical Considerations Regarding the Article ""Association between Complementary and Alternative Medicine Use and Fear of Cancer Recurrence among Breast Cancer Survivors""."
36709941,[Correlation between the mRNA levels of BCRP and LUNX genes and pathological types and stages of patients with non-small cell lung cancer].
36709879,"LncRNA T376626 is a promising serum biomarker and promotes proliferation, migration, and invasion via binding to LAMC2 in triple-negative breast cancer."
36709850,Glucomannan as a polysaccharide adjuvant improved immune responses against Staphylococcus aureus: Potency and efficacy studies.
36709836,A self-assembly nano-prodrug for triple-negative breast cancer combined treatment by ferroptosis therapy and chemotherapy.
36709718,Body acceptance in women with breast cancer: A concept analysis using a hybrid model.
36709708,Precision medicine in early breast cancer-beginning of a successful story?
36709639,Systemic treatment with or without ablative therapies in oligometastatic breast cancer: A single institution analysis of patient outcomes.
36709629,Breast cancer cells interact with tumor-derived extracellular matrix in a molecular subtype-specific manner.
36709501,Bio-inspired Oxidative Stress Amplifier for Suppressing Cancer Metastasis and Imaging-Guided Combination Therapy.
36709417,Digital Mammography: the excitement of creating a new imaging modality.
36709409,The use of a mini-ridge filter with cyclotron-based pencil beam scanning proton therapy.
36709314,Germline heterozygous exons 8-11 pathogenic BARD1 gene deletion reported for the first time in a family with suspicion of a hereditary colorectal cancer syndrome: more than an incidental finding?
36709238,Progressing of a power model for electrical conductivity of graphene-based composites.
36709127,[Effects of adjuvant trastuzumab on long-term survival of T1N0M0 stage human epidermal growth factor receptor 2 positive breast cancer: a real-world study].
36709125,[A real-world study on the efficacy and safety analysis of paclitaxel liposome in advanced breast cancer].
36709092,The use and misuse of risk prediction tools for clinical decision-making.
36709091,Trastuzumab emtansine vs lapatinib and capecitabine in HER2-positive metastatic breast cancer brain metastases: A real-world study.
36709040,Genomic characterisation of hormone receptor-positive breast cancer arising in very young women.
36708898,Novel carboxymethyl cellulose-halloysite-polyethylene glycol nanocomposite for improved 5-FU delivery.
36708693,Multi-candidate immunohistochemical markers to assess radiation response and prognosis in prostate cancer: results from the CHHiP trial of radiotherapy fractionation.
36708582,Effect of Neural Tissue Mobilization on Sensory-Motor Impairments in Breast Cancer Survivors with Lymphedema: An Experimental Study.
36708581,Community and Policy Factors Influencing the Decision to Undergo Screening Mammography amongst Indian Women in the United Arab Emirates.
36708564,"Association between the Arg72Pro Genotypes in the TP53 Gene and Ile655Val in the HER2 Gene and the Risk of Developing Breast Cancer in the Population of Amapa, Northern Brazil."
36708561,Potential Anti-Cancer Effect of Helenalin as a Natural Bioactive Compound on the Growth and Telomerase Gene Expression in Breast Cancer Cell Line.
36708554,Antiangiogenic Activity of n-hexane Insoluble Fraction and Its Tylophorine Component from Ficus septica Leaves in Chicken Chorioallantoic Membrane Induced by bFGF.
36708551,Long Non Coding RNA in Triple Negative Breast Cancer: A Promising Biomarker in Tumorigenesis.
36708549,Preterm Birth and Breast Cancer Risk: A Systematic Review and Meta-Analysis.
36708507,EGFR inhibitor-induced folliculitis decalvans: a case series and management guidelines.
36708494,Metabolic Phenotype Intricacies on Altered Glucose Metabolism of Breast Cancer Cells upon Glut-1 Inhibition and Mimic Hypoxia In Vitro.
36708451,Trajectories of cancer-specific stress in cancer patients: a latent growth mixture analysis.
36708338,Paget's disease of the breast: diagnosis and management.
36708283,Drug-drug interactions associated with FLT3 inhibitors for acute myeloblastic leukemia: current landscape.
36708257,A novel flavonoid and other constituents from Rubus rosifolius S.Vidal (Rosaceae).
36708196,Consequences of coronavirus disease in women with breast cancer.
36708114,[Anatomical types and anastomosis methods of concomitant veins of deep inferior epigastric artery].
36708047,The effects of altered DNA damage repair genes on mutational processes and immune cell infiltration in esophageal squamous cell carcinoma.
36708043,Robot-assisted mastectomy: next major advance in breast cancer surgery.
36707945,[Correlations of serum TgAb and TPOAb and clinicopathological features of PTC in children and adolescents].
36707922,Diagnosis and the practices of patienthood: How diagnostic journeys shape illness experiences.
36707876,Transcriptomic alterations underlying metaplasia into specific metaplastic components in metaplastic breast carcinoma.
36707875,Tetrahydrocurcumin regulates the tumor immune microenvironment to inhibit breast cancer proliferation and metastasis via the CYP1A1/NF-kappaB signaling pathway.
36707854,Chronic stress in solid tumor development: from mechanisms to interventions.
36707834,Cognitive functioning in women with breast cancer: psychometric properties of the Arabic version of the Functional Assessment of Cancer Therapy-Cognitive Function Tool.
36707816,"Interventions to reduce cancer screening inequities: the perspective and role of patients, advocacy groups, and empowerment organizations."
36707770,MR imaging phenotypes and features associated with pathogenic mutation to predict recurrence or metastasis in breast cancer.
36707670,TOR1B: a predictor of bone metastasis in breast cancer patients.
36707660,Artificial intelligence reveals features associated with breast cancer neoadjuvant chemotherapy responses from multi-stain histopathologic images.
36707635,Ductal carcinoma in situ with and without microinvasion: is there a clinically meaningful difference in outcome?
36707629,"FANCM missense variants and breast cancer risk: a case-control association study of 75,156 European women."
36707623,Correction: NFkappaB activation by hypoxic small extracellular vesicles drives oncogenic reprogramming in a breast cancer microenvironment.
36707535,Raman spectroscopy and convolutional neural networks for monitoring biochemical radiation response in breast tumour xenografts.
36707518,Replication gap suppression depends on the double-strand DNA binding activity of BRCA2.
36707514,Epigenetic regulation of Neuregulin 1 promotes breast cancer progression associated to hyperglycemia.
36707502,NF-YAl drives EMT in Claudin(low) tumours.
36707490,Identification of a SNP cluster associated with taxane-induced peripheral neuropathy risk in patients being treated for breast cancer using GWAS data derived from a large cooperative group trial.
36707489,Chan-Chuang qigong with breathing meditation improves quality of life and interoceptive awareness in patients with breast cancer: a randomised controlled trial.
36707112,Relationship between intersectionality and cancer inequalities: a scoping review protocol.
36707086,PARP inhibitors: risk factors for toxicity and matching patients to the proper poly (ADP-ribose) polymerase inhibitor (PARPi) therapy.
36707077,Black women in England are at greater risk of late cancer diagnosis than white women.
36707041,Potential function of loliolide as a novel blocker of epithelial-mesenchymal transition in colorectal and breast cancer cells.
36706885,Paclitaxel-loaded liposome-incorporated chitosan (core)/poly(epsilon-caprolactone)/chitosan (shell) nanofibers for the treatment of breast cancer.
36706843,FD-1050@NPs-cRGD: A novel NIR-II fluorophore for triple-negative breast cancer imaging.
36706825,Prediction of drug-induced hepatotoxicity based on histopathological whole slide images.
36706761,Immune checkpoint HLA-E:CD94-NKG2A mediates evasion of circulating tumor cells from NK cell surveillance.
36706664,Single aromatics sulfonamide substituted dibenzothiazole squaraines for tumor NIR imaging and efficient photodynamic therapy at low drug dose.
36706578,Combined use of magnetic seed and tracer in breast conserving surgery with sentinel lymph node biopsy for non-palpable breast lesions: A pilot study describing pitfalls and solutions.
36706492,"In-vitro cytotoxicity and in-vivo antitumor activity of two platinum complexes with 1,3-dimethyl pentyl glycine ligand against breast cancer."
36706440,Combined Morphological and Spectroscopic Diagnostic of HER2 Expression in Breast Cancer Tissues Based on Label-Free Surface-Enhanced Raman Scattering.
36706350,Hypofractionation in Breast Cancer Radiotherapy Across World Bank Income Groups: Results of an International Survey.
36706185,Single-cell dissection of cellular and molecular features underlying human cervical squamous cell carcinoma initiation and progression.
36706095,Near-Infrared Phototheranostic Iron Pyrite Nanocrystals Simultaneously Induce Dual Cell Death Pathways via Enhanced Fenton Reactions in Triple-Negative Breast Cancer.
36706090,Aquaporin 5 (AQP5) expression in breast cancer and its clinicopathological characteristics.
36706086,High-throughput screen in vitro identifies dasatinib as a candidate for combinatorial treatment with HER2-targeting drugs in breast cancer.
36706038,Nuclear Deformability of Breast Cells Analyzed from Patients with Malignant and Benign Breast Diseases.
36705933,What are the diagnostic capabilities of glycans for breast cancer?
36705854,Fullerene C(60) Attenuates Heart Tissue Inflammation by Modulating COX-2 and TNF-Alpha Signaling Pathways in DMBA Induced Breast Cancer in Rats.
36705852,Non-glandular findings on breast ultrasound. Part II: a pictorial review of chest wall lesions.
36705844,Chemometric-Based Analysis of Metabolomics Studies of Bioactive Fractions of Pleurotus osteratus and Their Correlation with In Vitro Anti-Cancer Activity.
36705816,ASO Visual Abstract: New Diagnostic Modality Combining Mass Spectrometry and Machine Learning for the Discrimination of Malignant Intraductal Papillary Mucinous Neoplasms.
36705815,ASO Author Reflections: Other Cancers in Patients with Breast Cancer Who Undergo Germline Testing.
36705810,Artificial intelligence based digital scores of stromal tumour-infiltrating lymphocytes and tumour-associated stroma predict disease specific survival in triple-negative breast cancer.
36705737,Quantum Dot-Peptide Conjugates as Energy Transfer Probes for Sensing the Proteolytic Activity of Matrix Metalloproteinase-14.
36705597,Phase I Study and Cell-Free DNA Analysis of T-DM1 and Metronomic Temozolomide for Secondary Prevention of HER2-Positive Breast Cancer Brain Metastases.
36705562,Genetic variants of glucose metabolism and exposure to smoking in African American breast cancer.
36705298,Extracellular vesicles secreted by triple-negative breast cancer stem cells trigger premetastatic niche remodeling and metastatic growth in the lungs.
36705287,Comparative effectiveness of pegfilgrastim biosimilars vs originator for prevention of febrile neutropenia: A retrospective cohort study.
36705103,Mean Micronuclei Score in Fine-Needle Aspiration Cytology of Patients with Malignant Breast Lump in the Department of Pathology in a Tertiary Care Centre: A Descriptive Cross-sectional Study.
36704980,"The effect and safety of CDK4/6 inhibitors combined endocrine therapy on HR+, HER2-breast cancer: a meta-analysis of randomized controlled trials."
36704978,A patient with advanced breast cancer and hyperthyroidism associated with struma ovarii.
36704848,[Retracted] Suppression of CUL4A attenuates TGF‑beta1‑induced epithelial‑to‑mesenchymal transition in breast cancer cells.
36704843,Accompanying patients in clinical oncology teams: Reported activities and perceived effects.
36704829,Inflammatory cytokine-enriched microenvironment plays key roles in the development of breast cancers.
36704762,Neoadjuvant chemotherapy in advanced-stage ovarian cancer - state of the art.
36704666,Three-dimensional Imaging Reveals Immune-driven Tumor-associated High Endothelial Venules as a Key Correlate of Tumor Rejection Following Depletion of Regulatory T Cells.
36704519,Breast implant-associated squamous cell carcinoma in a male patient: A case report and review of the medical literature.
36704449,The inhibitory NKR-P1B receptor regulates NK cell-mediated mammary tumor immunosurveillance in mice.
36704358,Novel immune-related prognostic model and nomogram for breast cancer based on ssGSEA.
36704213,Breast-Conserving Surgery in Triple-Negative Breast Cancer: A Retrospective Cohort Study.
36704032,Editorial: New insights in diagnosis and therapy of hormone-dependent cancer.
36703911,"Effects of Lipid Metabolism-Related Genes PTGIS and HRASLS on Phenotype, Prognosis, and Tumor Immunity in Lung Squamous Cell Carcinoma."
36703798,Psychological distress and quality of life in breast cancer survivors with taxane-induced peripheral neuropathy: A scoping review.
36703796,Facts and Perspectives: Implications of tumor glycolysis on immunotherapy response in triple negative breast cancer.
36703793,Corrigendum: TGF-beta1 promotes human breast cancer angiogenesis and malignant behavior by regulating endothelial-mesenchymal transition.
36703782,Reverse strategy to locally advanced breast implant-associated anaplastic large cell lymphoma: A case report.
36703724,The Combined Effect of Nanobubble-IR783-HPPH-Affibody Complex and Laser on HER2-Positive Breast Cancer.
36703657,A Case of an Undiagnosed Metastasized Breast Cancer Mimicking Odontogenic Cyst-a Diagnostic Challenge.
36703595,An evaluation of radiation therapy patient body mass index trends and potential impact on departmental resource planning.
36703586,Artificial Intelligence in Breast Cancer: A Systematic Review on PET Imaging Clinical Applications.
36703564,Co-drug development of gallic acid and metformin targeting the pro-inflammatory cytokines for the treatment of breast cancer.
36703259,Potential Role of Fourier Transform Infrared Spectroscopy as a Screening Approach for Breast Cancer.
36703250,Improving emotion regulation in breast cancer patients in the early survivorship period: Efficacy of a brief ecologically boosted group intervention.
36703241,Systemic immune mediators reflect tumor-infiltrating lymphocyte intensity and predict therapeutic response in triple-negative breast cancer.
36703228,Tumor necroptosis-mediated shedding of cell surface proteins promotes metastasis of breast cancer by suppressing anti-tumor immunity.
36703182,A case of doxorubicin and cyclophosphamide therapy-induced type 1 diabetes: a case report.
36703164,Aggregation tests identify new gene associations with breast cancer in populations with diverse ancestry.
36703144,"Exploring the relationships between hormone receptor, HER2 status, and bone involvement in the first distant metastases of in Chinese breast cancer patients who lacked HER2 targeted therapy."
36703078,Plasma extracellular vesicle circRNA signature and resistance to abiraterone in metastatic castration-resistant prostate cancer.
36702980,"Perfectionism, intolerance of uncertainty and coping in relation to fear of cancer recurrence in breast cancer patients."
36702970,Up-front single-session radiosurgery for large brain metastases-volumetric responses and outcomes.
36702900,Massively parallel knock-in engineering of human T cells.
36702890,Author Correction: Tissue fluidification promotes a cGAS-STING cytosolic DNA response in invasive breast cancer.
36702877,"Genetic determinants and absence of breast cancer in Xavante Indians in Sangradouro Reserve, Brazil."
36702871,"Synergy of ruthenium metallo-intercalator, [Ru(dppz)(2)(PIP)](2+), with PARP inhibitor Olaparib in non-small cell lung cancer cells."
36702853,Concomitant analyses of intratumoral microbiota and genomic features reveal distinct racial differences in breast cancer.
36702740,Patient-reported outcome and quality of life research policy: Japan Clinical Oncology Group (JCOG) policy.
36702703,The emerging role of cell cycle protein p53 expression by tumor cells and M2-macrophage infiltration in urinary bladder cancer.
36702672,Axillary lymph node dissection: Dead or still alive?
36702669,The New Clinical Oncology Curriculum - Tailored for the UK and Beyond.
36702650,Towards precision pain medicine for pain after cancer: the Cancer Pain Phenotyping Network multidisciplinary international guidelines for pain phenotyping using nociplastic pain criteria.
36702635,Systematic Review of Progesterone Receptor Gene Polymorphisms and Breast Cancer Risk.
36702581,Relationship between ethnicity and stage at diagnosis in England: a national analysis of six cancer sites.
36702548,Genetic Knockout of Fatty Acid Amide Hydrolase (FAAH) Ameliorates Cisplatin-induced Nephropathy in Mice.
36702517,Delayed radiation myelopathy: a case and treatment algorithm proposal.
36702424,Monoclonal antibodies in breast cancer: A critical appraisal.
36702336,Correction: Synergistic antitumor activity by combining trastuzumab with retinoic acid in HER2 positive human breast cancer cells.
36702335,Legumain inhibitor prevents breast cancer bone metastasis by attenuating osteoclast differentiation and function.
36702226,Biological functions and molecular interactions of Wnt/beta-catenin in breast cancer: Revisiting signaling networks.
36702148,Performance of cardiovascular disease risk prediction equations in more than 14 000 survivors of cancer in New Zealand primary care: a validation study.
36702126,SUMOylation of HNRNPA2B1 modulates RPA dynamics during unperturbed replication and genotoxic stress responses.
36702070,Final findings from the CONTROL trial: Strategies to reduce the incidence and severity of neratinib-associated diarrhea in patients with HER2-positive early-stage breast cancer.
36701985,"Experimental and computational studies of silver(I) dibenzoylmethane-based complexes, interaction with DNA/RNA/BSA biomolecules, and in vitro cytotoxic activity."
36701983,"The association between dietary intakes of methionine, choline and betaine and breast cancer risk: A systematic review and meta-analysis."
36701898,Ellagic acid induces apoptosis and autophagy in colon cancer through the AMPK/mTOR pathway.
36701846,Eflapegrastim Versus Pegfilgrastim for Chemotherapy-Induced Neutropenia in Korean and Asian Patients with Early Breast Cancer: Results from the Two Phase III ADVANCE and RECOVER Studies.
36701662,Visible Light-Induced Diastereoselective Construction of Trifluoromethylated Cyclobutane Scaffolds through [2+2]-Photocycloaddition and Water-Assisted Hydrodebromination.
36701652,Advancing Circulating Tumor DNA for Recurrent Breast Cancer.
36701651,"First-in-Human Study of OBI-999, a Globo H-Targeting Antibody-Drug Conjugate, in Patients With Advanced Solid Tumors."
36701650,Prognostic Tests in Early-Stage Hormone Receptor-Positive Breast Cancer: An Opportunity to Refine Personalized Cancer Care.
36701555,Nitric Oxide-Loaded Bioinspired Lipoprotein Normalizes Tumor Vessels To Improve Intratumor Delivery and Chemotherapy of Albumin-Bound Paclitaxel Nanoparticles.
36701493,Controlling the Triplet Potential Energy Surface of Bimetallic Platinum(II) Complex by Constructing Structure-Property Relationship: A Theoretical Exploration.
36701415,"Evaluation of machine learning algorithms for the prognosis of breast cancer from the Surveillance, Epidemiology, and End Results database."
36701343,Mortality rate and predictors among patients with breast cancer at a referral hospital in northwest Ethiopia: A retrospective follow-up study.
36701152,Estimation of Oncologic Surgery Case Volume Before and After the COVID-19 Pandemic in France.
36701134,"Risk Factors, Symptoms, and Treatment of Lactational Mastitis."
36701103,Fluorescent GD2 analog for single-molecule imaging.
36701100,"Perception of a need to change weight in individuals living with and beyond breast, prostate and colorectal cancer: a cross-sectional survey."
36701095,"Deregulation of miR-375 Inhibits HOXA5 and Promotes Migration, Invasion, and Cell Proliferation in Breast Cancer."
36701027,Practice patterns of physical therapists and physical therapist assistants treating patients with breast cancer related lymphedema.
36701001,Development and validation of a four-dimensional registration technique for DCE breast MRI.
36700973,[Hereditary diffuse gastric cancer].
36700645,Catalytically Active Metal-Organic Frameworks Elicit Robust Immune Response to Combination Chemodynamic and Checkpoint Blockade Immunotherapy.
36700593,Spectral characterization and biological evaluation of biomolecules from the peels of three orange fruits: a comparative study.
36700475,Long noncoding RNA BBOX1-AS1 promotes the progression of gastric cancer by regulating the miR-361-3p/Mucin 13 signaling axis.
36700472,N6-methyladenine- induced LINC00667 promoted breast cancer progression through m6A/KIAA1429 positive feedback loop.
36700469,A high level of the long non-coding RNA MCF2L-AS1 is associated with poor prognosis in breast cancer and MCF2L-AS1 activates YAP transcriptional activity to enhance breast cancer proliferation and metastasis.
36700363,Gamma passing rates of daily EPID transit images correlate to PTV coverage for breast cancer IMRT treatment plans.
36700318,Effects of Psychosocial Interventions for Patients with Breast Cancer: A Meta-analysis.
36700242,Assessment of DXA derived bone quality indexes and bone geometry parameters in early breast cancer patients: A single center cross-sectional study.
36700147,Multifunctional Nanoparticles Codelivering Doxorubicin and Amorphous Calcium Carbonate Preloaded with Indocyanine Green for Enhanced Chemo-Photothermal Cancer Therapy.
36700017,A systematic review and meta-analysis of postmastectomy radiation therapy on prepectoral versus subpectoral breast reconstruction.
36699993,Acute and subacute postsurgical pain in women with breast cancer: incidence and associations with biopsychosocial predictors-a secondary analysis of a randomized controlled trial.
36699974,Characterizing factors influencing adherence to surgery and chemotherapy amongst women suffering from breast cancer in Mbingo Baptist Hospital Cameroon.
36699826,Side Effects and Its Management in Adjuvant Endocrine Therapy for Breast Cancer: A Matter of Communication and Counseling.
36699789,Transformation of a Benign-Appearing Fibroepithelial Lesion to a Giant Malignant Phyllodes Tumor of the Breast.
36699456,Low expression of NR1H3 correlates with macrophage infiltration and indicates worse survival in breast cancer.
36699453,Comprehensive analysis of PTPN family expression and prognosis in acute myeloid leukemia.
36699449,Prognostic significance of CKAP2L expression in patients with clear cell renal cell carcinoma.
36699398,DenVar: density-based variation analysis of multiplex imaging data.
36699222,An Evaluation of the Impact of Mental Illness on Postoperative Breast Reconstruction Revision Surgery.
36699213,Outcomes of Nipple-sparing Mastectomy with Reconstruction after Recent Oncoplastic Wise-pattern Reduction.
36699089,A novel cuproptosis-related prognostic 2-lncRNAs signature in breast cancer.
36699082,Discovery of a potent olaparib-chlorambucil hybrid inhibitor of PARP1 for the treatment of cancer.
36698865,Improving breast cancer diagnosis by incorporating raw ultrasound parameters into machine learning.
36698767,Learning from small medical data-robust semi-supervised cancer prognosis classifier with Bayesian variational autoencoder.
36698743,Addressing metastatic individuals everyday: Rationale and design of the nurse AMIE for Amazon Echo Show trial among metastatic breast cancer patients.
36698692,Apoptosis Effects of Oxalis corniculata L. Extract on Human MCF-7 Breast Cancer Cell Line:.
36698665,Super-resolution and segmentation deep learning for breast cancer histopathology image analysis.
36698640,Stimuli-responsive injectable chitosan-based hydrogels for controlled drug delivery systems.
36698594,How to address the body after breast cancer? A proposal for a psychological intervention focused on body compassion.
36698553,Recurrent Metaplastic Breast Cancer with Subtype Converted from Triple-Negative to HER2-Positive: A Case Report and Literature Review.
36698472,Adherence to the Dietary Approaches to Stop Hypertension diet reduces the risk of breast cancer: A systematic review and meta-analysis.
36698436,A Primary Lung and Breast Cancer Patient with Germline EGFR R776H Mutation: A Case Report and Literature Review.
36698422,Primary squamous cell carcinoma of the breast: A case report and review of the literature.
36698421,Incidence of second primary malignancies in women with different stages of breast cancer.
36698419,SENP3 promotes tumor progression and is a novel prognostic biomarker in triple-negative breast cancer.
36698413,"Hormone receptor-positive, HER2-negative, metastatic breast cancer responded well to abemaciclib and exemestane after palbociclib and fulvestrant failure: A case report and literature review."
36698401,A semi-supervised learning approach with consistency regularization for tumor histopathological images analysis.
36698386,Corrigendum: Evolution of research trends in artificial intelligence for breast cancer diagnosis and prognosis over the past two decades: A bibliometric analysis.
36698280,"Stem cells, organoids and their applications for human diseases:Special issue of BMB Reports in 2023."
36698078,A clinicopathological study and survival analysis of 99 breast cancers with HER2/CEP17 ratio >= 2.0 and an average HER2 copy number < 4.0 per cell in China.
36698037,MRI-Based Radiomics Approach Predicts Tumor Recurrence in ER + /HER2 - Early Breast Cancer Patients.
36697997,ASO Visual Abstract: Survival Benefit of Chemotherapy According to 21-Gene Recurrence Score in Young Women with Breast Cancer.
36697966,Correction to: A Phase 1B open-label study of gedatolisib (PF-05212384) in combination with other anti-tumour agents for patients with advanced solid tumours and triple-negative breast cancer.
