PMID,Disease
36776368,malignant tumor
36776359,cancer
36776359,Cancer
36776359,cancer
36776359,cancer
36776359,Cancer
36776359,cancer
36776359,cancer
36776359,cancer
36776359,cancers
36776359,cancers
36776359,Breast cancer
36776359,cancer
36776359,cancer
36776335,cancer
36776335,cancer
36776335,cancer
36776335,cancer
36776335,cancer
36776335,cancer
36776335,cancer
36776335,Cancer
36776335,breast cancer
36776335,cancer
36776335,cardiorespiratory fitness
36776335,cancer
36776335,breast cancer
36776335,cancer
36776335,deficits
36776335,cancers
36776335,cancer
36776315,cancer
36776315,breast cancers
36776315,breast cancers
36776315,breast cancers
36776315,breast cancers
36776315,cancers
36776315,cancers
36776315,tumor
36776315,breast cancers
36776315,breast cancers
36776297,epithelial ovarian cancer
36776297,epithelial ovarian cancer
36776297,death
36776297,cancer
36776297,late-stage disease
36776297,cancer
36776291,Cancer
36776291,cancer influence breast and colorectal cancer
36776291,cancers
36776291,Cancer
36776291,colorectal cancer
36776291,cancer
36776291,breast cancer
36776291,cancer
36776291,colorectal
36776291,Cancer
36775971,breast cancer
36775971,breast cancer
36775971,breast cancer
36775971,breast cancer
36775971,breast cancer
36775971,cancer
36775863,Breast Cancer
36775863,breast and ovarian cancer
36775838,pancreatic cancer
36775838,pancreatic cancer
36775838,hepatotoxicity
36775838,pancreatic cancer
36775838,colon cancer
36775838,cancer
36761830,cancer
36761830,cancer
36761830,cervical cancers
36761830,cancer
36761830,oral squamous cell carcinoma
36761830,cancer
36761830,oral cancers
36761830,oral squamous cell carcinoma
36775765,Breast Cancer
36775657,breast cancer
36775657,tumor
36775657,breast and ovarian cancer
36775657,breast cancer
36775656,cancer
36775656,deaths
36775656,cancers
36775648,breast cancer
36775648,breast cancer
36775648,breast cancer
36775648,breast cancer
36775648,breast cancer
36775648,breast cancer
36775648,breast cancer
36775648,weight loss
36775648,cancer
36775648,fatigue
36775648,breast cancer
36775449,carcinoma
36775449,cancer
36775449,breast tumor
36775449,breast cancer
36775449,cancer
36775449,carcinoma
36775449,tumor
36775449,tumor
36775449,colonic
36775449,tumor
36775354,neck squamous cell carcinoma
36775354,bladder cancer
36775354,death
36775354,death
36775354,cancer
36775354,PD-1/PD-L1 blockade
36775354,tumors
36775354,neck squamous and bladder cancers
36775354,tumor
36775354,cancer
36775354,bladder cancers
36775354,cancer
36775354,non-small cell lung cancer
36775354,NSCLC
36775354,cancer
36775354,neck squamous cell carcinoma
36775354,cancer
36775354,tumor
36775350,breast cancer
36775350,low breast cancer
36775350,breast cancer
36775350,breast cancer
36775350,breast cancer
36775264,breast cancer
36775264,breast cancer
36775264,breast cancer
36775264,breast cancer
36775264,breast cancer
36775264,breast cancer
36775264,breast cancer
36775264,breast cancer
36775264,breast cancer
36775264,breast cancer
36775260,breast cancer
36775260,breast cancer
36775260,cancer
36775260,breast cancer
36775260,breast cancer
36775260,TNBC
36775221,breast cancer
36775221,EPS
36775221,Cytotoxicity
36775221,hemolysis
36775221,cancerous cell death
36775221,tumor
36775206,breast cancer
36775206,breast cancer
36775206,breast cancer
36775206,obesity
36775066,breast cancer
36775066,breast cancer
36775066,cancer
36775066,cancer
36775066,metastasis of breast cancer
36775066,breast cancers
36774875,cancer
36774875,cancer
36774875,HDF
36774875,cancer
36774758,cancers
36774758,cancers
36774758,lymphoblastic leukemia
36774758,cancer
36774758,pancreatic cancer
36774758,gastric cancer
36774758,breast and lung cancers
36774758,tumor
36774758,cancer
36774758,cancers
36774756,breast cancer
36774756,breast cancer
36774756,eBC
36774756,eBC
36774756,tumors
36774756,tumor
36774756,tumor
36774698,breast carcinoma
36774698,cancer
36774698,cancer
36774698,cancer
36774698,cancer
36774694,cancer
36774694,invasive breast cancer
36774694,cancer
36774694,invasive breast cancer
36774644,cancer
36774644,breast cancer
36774644,Anxiety
36774644,depression
36774644,breast cancer
36774644,cancer
36774644,anxiety
36774644,Breast cancer
36774644,breast cancer
36774644,breast cancer
36774644,breast cancer
36774555,Tumors
36774555,cancer
36774555,malignancies
36774555,tumors
36774555,tumors
36774555,pancreatic cancer
36774555,tumor
36774555,tumors
36774447,cancer
36774447,anxiety
36774447,cancer
36774447,cancer
36774447,anxiety
36774447,cancer
36774408,gastric cancer
36774408,gastric cancer
36774408,cancer
36774408,tumor
36774408,tumor
36774408,tumor
36774408,gastric cancer
36774386,breast cancer
36774386,aneuploidy
36774386,breast cancer
36774386,cancer
36774386,breast adenocarcinoma
36774386,breast cancer
36774386,breast cancer
36774357,breast cancer
36774357,breast tumor
36774357,malignant breast tumors
36774339,breast cancer malignancy
36774339,Breast cancer
36774339,malignant tumor
36774339,cancer
36774339,breast cancer
36774194,breast cancer
36774194,cancer
36773967,breast cancer
36773967,breast lesions
36773967,breast lesion segmentation
36773967,breast cancer
36773967,cancer
36773860,cancer
36773860,cancer
36773860,tumor
36773860,cytotoxicity
36773860,tumor
36773860,cancer
36773860,toxicity
36773804,Metabolites of Prostate Cancer
36773804,prostate cancer
36773804,prostate cancer
36773804,breast cancer
36773796,breast cancer
36773796,neurodegenerative diseases
36773796,lysosomal storage disorders
36773796,breast cancer
36773796,tumor
36773796,breast tumor
36773796,tumor
36773567,tumor
36773567,cancer
36773567,cancer
36773567,cancer
36773567,bladder urothelial carcinoma
36773567,breast invasive carcinoma
36773567,lung squamous cell carcinoma
36773567,colon adenocarcinoma
36773567,prostate adenocarcinoma
36773567,glioma
36773567,skin cutaneous melanoma
36773567,pancreatic adenocarcinoma
36773567,rectum adenocarcinoma
36773567,stomach adenocarcinoma
36773567,liver hepatocellular carcinoma
36773567,LIHC
36773567,cancers
36773567,cancers
36773567,tumor
36773531,breast cancers
36773531,breast cancers
36773531,invasive ductal carcinomas
36773531,cancers
36773531,luminal type cancers
36773531,cancers
36773531,cancers
36773531,cancers
36773531,breast cancers
36773531,high APT SIs
36773531,breast cancers
36773530,cancer
36773471,ovarian cancer
36773471,breast cancer
36773404,breast cancer
36773404,Li-Fraumeni syndrome
36773404,Breast cancer
36773404,cancer
36773404,Li Fraumeni syndrome
36773404,LFS
36773404,LFS
36773404,LFS
36773404,hereditary cancer
36773404,malignancies
36773404,LFS
36773404,breast cancer
36773403,breast cancer
36773403,breast cancer
36773403,MBC
36773403,cancer
36773403,MBC
36773403,tumor
36773403,MBC
36773184,breast cancer
36773184,breast cancer
36773184,breast cancer
36773184,cancer
36773184,breast cancer
36773184,breast cancer
36773184,cancer
36773184,cancer mortality
36773123,Breast Cancer
36773123,Cancer
36773123,attachment anxiety
36773123,breast cancer
36773021,breast cancer
36773021,cognitive impairment
36773021,breast cancer
36773021,tumor
36773021,breast cancer
36773021,cognitive decline
36773021,breast cancer
36772982,cancer
36772982,cancer
36772982,Catalonia
36772982,cataract
36772982,breast cancer
36772966,Triple-Negative Breast Cancer
36772966,breast cancer
36772966,brain metastases
36772966,brain metastases
36772966,ERbeta+TNBC
36772947,Breast Cancer
36772945,cancer
36772945,tumor
36772945,Cancer
36772945,cancer
36772945,cancer
36772945,cancer tumor
36772945,tumor
36772945,CAFs across cancers
36772945,tumor
36772932,cancer
36772932,breast and endometrial cancer
36772932,cancer
36772932,breast and endometrial cancer
36772881,QT prolongation
36772881,QTcSPL
36772881,breast cancer
36772881,QTcSPL
36772881,QTcF
36772881,QT prolongation
36772881,QTcSPL to address HR
36772832,breast cancer
36772832,cancer
36772832,breast cancer
36772804,cancer
36772804,cancer
36772804,colon
36772804,melanoma
36772804,glioblastoma
36772795,cancer
36772795,Cancer
36772795,tumor
36772795,metastases
36772795,carcinomas
36772795,carcinoma
36772795,carcinoma
36772592,Breast Cancer
36772592,Breast Cancer
36772592,cancer
36772592,tumor
36772592,TCIA Breast Cancer
36772536,Breast Cancer
36772536,Breast cancer
36772536,cancer
36772536,cancer
36772536,cancer
36772536,cancer
36772536,metastasized ALNs
36772473,tumors
36772091,Breast Cancer Hyperthermia
36772091,hyperthermia
36772091,breast cancer
36772091,breast cancer
36772091,tumor
36772091,tumors
36772091,breast cancer
36772091,tumors
36772091,malignant tumor
36771614,Breast Cancer
36771614,breast cancer
36771614,death
36771614,death
36771614,breast cancer
36771391,Cancer
36771391,hepatocellular carcinoma
36771391,colon cancer
36771391,breast adenocarcinoma
36771385,Cancer
36771385,adenocarcinoma-dominant cancers
36771385,leukemia
36771385,cancer
36771385,leukemia
36771385,lung cancer
36771385,pancreatic cancer
36771385,cancers
36771385,breast and prostate cancer
36771385,pancreatic cancer
36771385,bowel cancer
36771385,cancer
36771385,gastrointestinal adenocarcinomas
36771385,cancer
36771239,Breast Cancer
36771239,Breast cancer
36771239,malignancy
36771239,obesity
36771239,toxicity
36771239,cytotoxicity
36771239,fatigue
36771239,nausea
36771239,headaches
36771239,tumor
36771239,toxicity
36771230,Breast Cancer
36771230,Breast cancer
36771230,tumor
36771230,cancer
36771230,cancer
36771161,Breast Cancer
36771161,Breast cancer
36771161,mortality
36771161,mortality
36771161,cytotoxicity
36771161,cancer
36771161,breast cancer
36771161,breast cancer
36771161,breast cancer
36771126,Novel Prostate Cancer
36771126,Toxicity
36771126,cardiovascular disorders
36771126,hypercholesterolemic
36771126,breast and prostate cancers
36771126,toxicity
36771126,cancer
36771126,toxicity
36771126,CCD
36771126,death
36771126,toxicity
36771126,toxicity
36771126,toxicity
36771106,Cancer
36771106,Cancer
36771106,Cancer
36771106,toxicity
36771106,cancer
36771106,cancer
36771106,cancer
36771106,breast cancer
36771106,breast cancer
36771106,cytotoxicity
36771106,carcinoma
36771106,hepatic tumour
36771058,Breast Cancer
36771058,breast cancer
36771058,tumor
36771032,Cytotoxicity
36771032,obesity
36771032,cytotoxicity
36771032,SE
36771032,obesity
36771032,cytotoxicity
36771032,obesity
36771032,obesity-related diseases
36771032,SE
36771032,hepatoma
36771032,leukemia cancers
36770957,cancer
36770957,breast cancer
36770951,cancer
36770951,ES-2 ovarian and A-549 lung adenocarcinomas
36770951,hypoxia
36770951,cancer
36770951,cancer
36770881,breast cancer
36770864,Casearia coriacea Vent
36770864,Casearia coriacea Vent
36770864,Leishmania mexicana mexicana and Trypanosoma brucei brucei
36770864,malaria parasite
36770864,breast cancer
36770864,pulmonary adenocarcinoma
36770864,pancreatic carcinoma
36770864,pancreatic carcinoma
36770864,toxicity
36770864,cytotoxicity
36770864,toxicity
36770830,Cancer
36770830,hyperthermophile Archaeoglobus fulgidus ferritin
36770830,cancer
36770830,cancer
36770830,cytotoxicity
36770830,cancer
36770830,breast adenocarcinoma
36770785,Cancer
36770785,Cancer
36770785,breast cancer
36770781,Breast Cancer
36770781,Breast cancer
36770781,malignancies
36770781,cancer
36770781,mortality
36770781,stemness of breast cancer
36770781,breast cancer
36770781,breast cancer
36770781,breast cancer
36770781,tumor
36770781,breast cancer
36770781,breast cancer
36770781,breast cancer
36770598,Breast Cancer
36770598,breast cancer
36770598,breast cancer
36770598,cancer
36770598,breast cancer
36770598,cancer
36770598,death
36770598,breast cancer
36770598,breast cancer
36770598,breast cancer
36770598,breast cancer
36770518,Cytotoxicity of Carbon Nanotubes
36770518,Breast Cancer
36770518,Cancer
36770518,death
36770518,cardiovascular diseases
36770518,cancer
36770518,Breast cancer
36770518,invasive cancer
36770518,breast cancer
36770518,breast cancer
36770518,cytotoxicity
36770518,cytotoxicity
36770518,MCF-7 breast cancer
36770518,breast cancer
36770357,breast cancer
36770357,various diseases
36770357,cancer
36769814,Paralysis
36769814,Metastatic Epidural Spinal Cord Compression
36769814,tumor
36769814,paralysis
36769814,fracture
36769814,fractures
36769814,paralysis
36769814,spinal metastases
36769814,primary cancers
36769814,cancer
36769814,fractures
36769814,osteolytic metastases
36769814,spinal injury
36769814,fracture
36769814,paralysis
36769814,sensorimotor impairments
36769814,spinal instability neoplastic
36769814,paralysis
36769814,neurologic impairments
36769814,fractures
36769814,paralysis
36769616,Breast Cancer
36769616,breast cancer
36769616,breast cancer
36769616,breast cancer
36769616,cancer
36769602,Breast Cancer
36769602,breast cancer
36769602,toxicity
36769602,tumor
36769602,tumor
36769602,TNBC fits
36769602,tumor
36769509,breast cancer
36769509,rotation compensation
36769287,Breast Cancer
36769287,breast cancer
36769287,metastases
36769287,tumor
36769287,cancer
36769287,tumor
36769287,tumor
36769280,Breast Cancer
36769280,tumor
36769280,tumor
36769280,breast cancer
36769280,luminal breast cancer MCF-7
36769280,breast cancer
36769280,tumor
36769280,breast cancer cell malignancy
36769274,Cancer
36769274,Colorectal and Liver Neoplasms
36769274,cancer
36769274,cancer
36769274,tumor
36769274,cancer
36769274,cancer
36769274,cancer
36769274,colorectal and liver cancers
36769274,cancer
36769274,cancer
36769251,Metastasis in Breast Cancer
36769251,breast cancer
36769251,tumor
36769251,tumor
36769251,tumor
36769251,breast cancer
36769251,liver metastasis
36769251,breast cancer
36769251,lung metastases
36769251,tumor
36769251,liver metastasis
36769251,tumor
36769251,liver metastases
36769251,metastases
36769215,Breast Cancer
36769215,breast cancer
36769215,breast cancer
36769215,tumor
36769215,breast cancer
36769210,AIDS
36769210,infection
36769210,cancer
36769210,breast to leukemia
36769210,pancreatic cancer
36769210,death
36769210,arrest
36769210,cancer
36769210,tumors
36769210,cancer
36769210,cancer
36769184,Breast Cancer
36769184,ductal breast cancer
36769184,breast cancer
36769184,invasive ductal carcinoma
36769184,mastopathy
36769184,breast cancer
36769184,breast cancer
36769184,cancer
36769184,mastopathy
36769184,cancer
36769184,cancer
36769184,cancer
36769184,cancer
36769184,cancer
36769184,stroma of breast cancer
36769184,tumor
36769184,cancer
36769177,cancer
36769177,carcinogenesis
36769177,cancers
36769177,cancer diseases
36769177,carcinogenesis of human breast cancer
36769125,Aggressiveness of Breast Cancer
36769125,breast cancer
36769125,cancer
36769125,cancer
36769125,cancer
36769125,aggressiveness of CSLC
36769029,Cancer
36769029,mortality
36769029,metabolic diseases
36769029,Parkinson's disease
36769029,type 2 diabetes
36769029,cancer
36769029,cancers
36769029,cancers
36769029,breast and colon cancer
36769029,cancer
36769029,inflammatory diseases
36768939,tumor
36768939,neoplasm
36768939,malignancy of tumors
36768939,cancer
36768939,malignancy
36768939,tumors
36768939,cancer
36768939,malignancy
36768939,malignancy
36768939,tumor
36768939,malignant CMTs
36768923,malignancies
36768923,tumor
36768923,tumor
36768923,actual tumor
36768923,tumor
36768923,cancer
36768923,glioblastoma multiforme
36768923,metastases
36768923,tumors
36768923,tumor
36768923,tumors
36768923,tumors
36768923,breast or lung cancer
36768866,Breast Cancer
36768866,Breast cancer
36768866,malignancy
36768848,Breast Cancer
36768848,Breast cancer
36768848,tumour
36768848,tumours
36768848,breast cancer
36768848,breast cancer
36768848,tumours
36768848,breast cancer
36768848,cancer
36768848,stress
36768838,Luminal versus Basal Breast Cancer
36768838,cancer
36768838,cancer
36768838,breast cancer
36768838,breast cancer
36768838,breast cancer
36768838,arrest
36768838,tumor
36768838,basal breast cancers
36768830,tumor
36768830,breast cancer
36768830,tumor
36768830,tumor
36768830,tumor
36768830,breast cancer
36768830,cancer
36768830,breast cancer
36768830,cancer
36768830,tumor
36768815,Hypoxia
36768815,Cancer
36768815,Hypoxia
36768815,tumors
36768815,increase tumor aggressiveness
36768815,tumor
36768815,hypoxia
36768815,Primary breast cancer
36768815,cancer
36768815,hypoxia
36768815,tumor
36768815,cancer
36768815,tumor
36768694,Cancer
36768694,Cancer
36768694,cancer
36768694,cancers
36768694,lung cancer
36768694,apoptosis of ovarian
36768694,cancer
36768694,colorectal and ovarian cancer
36768694,AML
36768694,cholangiocarcinoma
36768694,colorectal cancer
36768694,clear cell renal cell carcinoma
36768694,hepatocellular carcinoma
36768694,pancreatic ductal adenocarcinoma
36768694,prostate cancer
36768694,ovarian cancer
36768694,brain tumour cancer
36768694,hepatocellular carcinoma
36768694,cancer
36768647,infection
36768647,rupture
36768647,infection
36768623,Cancer
36768623,tumor
36768623,cancer
36768623,cancers
36768623,cancers
36768623,cancer
36768623,endometrial cancer
36768623,ovarian cancer
36768623,breast cancer
36768623,vaginal small cell carcinoma
36768623,cancer
36768623,cancer
36768623,endometrial cancer
36768623,endometrial cancer
36768568,toxicity
36768568,low toxicity
36768568,cytotoxicity
36768568,breast carcinoma
36768568,human ovarian carcinoma
36768568,lung carcinoma
36768568,toxicity
36768478,Breast Cancer
36768478,breast cancer
36768478,breast cancer
36768478,malignancies
36768478,tumors
36768478,solid tumors
36768478,malignancies
36768478,breast carcinoma
36768478,breast carcinoma
36768478,Cancer
36768478,breast carcinoma
36768478,tumor
36768478,breast cancer
36768478,tumors
36768470,Breast Cancer
36768470,Breast cancer
36768470,tumor
36768470,malignancies
36768470,cancer
36768470,breast cancer
36768470,breast cancer
36768470,breast cancer
36768435,Breast Cancer
36768435,cancer
36768435,tumors
36768435,tumor
36768435,tumor
36768435,Breast cancer
36768435,cancer
36768435,breast cancer
36768435,aggressiveness
36768435,cancer
36768435,tumor
36768435,inflammation
36768435,TNBC tumors
36768427,Sphingolipid Metabolism in Breast Cancer
36768427,Breast cancer
36768427,cancer
36768427,death
36768427,breast cancer
36768427,sphingolipid metabolism
36768427,breast cancer
36768427,sphingolipid metabolites
36768427,breast cancer
36768427,breast cancer
36768427,sphingolipid metabolism
36768427,breast cancer
36768363,Cytotoxicity
36768363,Stress
36768363,Breast Cancer
36768363,Breast cancer
36768363,cancers
36768363,cytotoxicity
36768363,cancer
36768363,breast cancer
36768363,breast cancer
36768363,cytotoxicity
36768363,breast cancer
36768363,cytotoxicity
36768363,DeltaPsim
36768363,breast cancer
36768363,breast cancer
36768298,Breast and Prostate Cancer
36768298,cancer
36768298,cancer
36768298,Breast cancer
36768298,cancer
36768298,Prostate cancer
36768298,cancers
36768191,Breast Cancer
36768191,breast cancer
36768191,cancer
36768191,Breast carcinomas
36768191,tumors
36768191,tumor
36768191,tumor
36768191,tumor
36768191,tumor
36768147,Breast Cancer
36768147,cancer
36768147,breast cancer
36768147,breast cancer
36768147,breast tumors
36768147,breast cancer
36768147,breast cancer
36768147,breast cancer
36768147,breast cancer
36768046,COVID-19
36768046,COVID-19
36767928,Cancer
36767928,cancer
36767928,cancer
36767928,cancer
36767928,cancer
36767928,cancer
36767461,Breast Cancer
36767461,breast cancer
36767461,analgesia nociception
36767461,postoperative pain
36767461,pain
36767461,breast cancer
36767318,COVID-19
36767318,deaths
36767318,death
36767318,COVID-19
36767318,COVID-19
36767318,diabetes
36767318,cardiovascular diseases
36767318,neurodegenerative diseases
36767318,breast cancer
36767318,COVID-19
36767117,COVID-19
36767117,COVID-19
36767117,COVID-19
36767117,COVID-19
36767117,COVID-19
36767117,breast cancer
36767117,COVID-19
36767117,COVID-19
36767117,COVID-19
36767078,Breast Cancer
36767078,COVID-19
36767078,cancer
36767078,breast cancer
36767078,COVID-19
36767078,COVID-19
36767078,cancer
36767073,Cancer
36767073,Cancer
36767073,cancer
36767073,anxiety
36767073,dry mouth
36767073,Lung cancer
36767073,cancer
36767073,breast cancer
36767073,cancer
36767073,cancer
36767056,Cancer
36767056,breast and ovarian cancer
36767056,Anxiety
36767056,Depression
36767056,anxiety
36767056,depression
36767056,traumatic stress
36767006,cancer
36767006,cancer
36766992,Breast Cancer Tumor
36766992,tumor
36766992,breast cancers
36766992,breast cancer
36766992,tumor
36766992,progressive disease
36766992,PD
36766992,tumor
36766992,tumor
36766992,PD
36766992,tumor
36766992,tumor
36766992,tumor
36766923,Cancer
36766923,cancer
36766923,breast cancer
36766923,cancer
36766923,cancer
36766923,cancer
36766907,Breast Cancer
36766907,breast cancer
36766907,breast cancer
36766907,breast cancer
36766907,breast cancer
36766907,breast cancer
36766907,breast cancer
36766896,Breast Cancer
36766896,diabetes
36766896,obesity
36766896,polycystic ovary syndrome
36766896,PCOS
36766896,breast cancer
36766896,breast cancer
36766896,breast cancer
36766896,diabetics
36766896,breast cancer
36766896,type 2 diabetes
36766896,breast cancer
36766896,breast cancer
36766896,type 2 diabetes
36766896,breast cancer
36766896,type 2 diabetes
36766896,breast cancer
36766893,Cancer
36766893,cancer
36766893,papillomavirus (HPV) infection
36766893,Cancer
36766858,COVID-19
36766858,cancer
36766858,cancer
36766858,cancer
36766858,cancer
36766858,cancer
36766858,cancer
36766793,Cancer
36766793,cancer
36766793,tumor
36766793,breast cancer
36766786,Cancer
36766786,Breast Cancer
36766786,breast cancer
36766786,aggressive breast cancer
36766786,cancer
36766786,tumor
36766786,tumor
36766786,prostate cancer
36766786,tumor
36766786,tumors
36766786,tumor
36766734,Cytotoxicity
36766734,leukemia
36766734,epidermoid carcinoma
36766734,necrotic cell death
36766731,tumor
36766731,Breast cancer
36766731,breast cancer
36766731,tumor
36766731,cancer
36766731,cancer
36766731,tumor
36766731,breast tumors
36766731,cancer
36766710,Breast Cancer
36766710,breast cancer
36766710,cancer
36766681,skin cancer
36766681,breast cancer
36766645,Breast Lesions
36766645,malignancy
36766645,breast lesions
36766645,cancer
36766645,benign breast lesions
36766645,breast tumors
36766641,Breast Cancer
36766641,cancer
36766641,Breast cancer
36766641,enthusiasm
36766641,breast cancer
36766641,tedious breast cancer
36766641,breast cancer
36766617,Breast Cancer
36766617,breast cancer
36766575,Aggressive Breast Cancer
36766575,Breast cancer
36766575,tumor
36766575,breast cancer
36766575,tumor aggressiveness
36766575,breast cancer
36766575,breast cancer
36766575,breast tumor
36766575,breast cancer
36766575,breast cancer
36766575,tumor
36766575,breast cancer
36766575,breast cancer
36766541,Classifying Breast Cancer Metastasis
36766541,Tumor
36766541,Tumor
36766541,breast cancer
36766541,breast cancer
36766541,tumors
36766541,breast cancer
36766541,metastases
36766517,CAD
36766517,Breast Cancer
36766517,Brightness Error
36766486,Breast Cancer
36766486,breast cancer
36766486,breast cancer
36766486,breast cancer
36766486,TNBC
36766486,breast carcinomas
36766486,breast cancer
36766486,tumor
36766486,TNBC
36766486,TNBC lesions
36766484,Pelvic Lesions
36766484,pelvic lesions
36766484,pelvic lesions
36766484,carcinomas
36766484,ovarian tumours
36766484,carcinomatosis
36766484,carcinomas
36766484,breast carcinoma metastasis
36766484,endometrial cancer
36766484,cancers
36766484,ovarian/peritoneal carcinoma
36766484,metastasis of lymphoma
36766484,endometrial carcinoma
36766484,breast cancer
36766484,malignant lesions
36766484,peritoneal carcinomatosis or ovarian carcinoma
36766472,Breast Cancer
36766472,breast cancer
36766472,breast cancer
36766472,breast lesions
36766472,bone lesions
36766472,breast tumor
36766472,breast tumor lesions
36766472,breast lesions
36766453,Breast Cancer
36766453,breast cancer
36766453,CAD
36766453,malignant breast lesions
36766453,Learning algorithms
36766453,breast lesions
36766450,Breast Cancer
36766450,breast cancer
36766450,breast cancer
36766450,malignant lesions
36766450,cancer
36766450,breast cancer
36766292,Cancer
36766292,cancer
36766292,cancers
36766292,cancer
36766292,tumor
36766292,cancer
36765925,Cancer
36765925,Tumor necrosis
36765925,infection
36765925,cancer
36765925,cancer
36765925,cancer
36765925,cancer
36765925,cancer
36765925,breast and lung cancer
36765925,cancer
36765925,cancer
36765925,cancer
36765923,Pancreatobiliary Cancers
36765923,malignancies
36765923,cancer
36765923,tumors
36765923,pancreaticobiliary cancers
36765923,cancers
36765923,breast cancer
36765923,pancreatobiliary cancers
36765923,cholangiocarcinoma
36765923,pancreatic ductal adenocarcinoma
36765921,malignancy
36765921,malignancy of breast lesions
36765912,Cancers
36765912,cancer
36765912,tumor
36765912,cancer
36765912,tumor
36765912,cancer
36765912,tumor
36765912,tumor
36765912,breast cancer
36765902,Prostate Cancer
36765902,prostate cancer
36765900,Breast Cancer
36765900,Cancer
36765888,Death
36765888,Breast Cancer
36765888,breast cancer
36765888,breast cancer
36765887,Breast Cancer
36765887,breast cancer
36765876,Infection
36765876,Breast Cancer
36765876,infections
36765876,infections
36765876,breast cancer
36765876,breast cancer
36765876,breast cancer
36765870,Tumour Growth Models of Breast Cancer
36765870,breast cancers
36765870,tumour
36765870,breast cancer
36765870,invasive cancers
36765870,breast cancer
36765870,breast cancer
36765866,Breast Cancer
36765866,breast cancer
36765866,cancer
36765860,Breast Cancer
36765860,breast cancer
36765853,Breast Cancer
36765853,breast cancer
36765853,tumors
36765853,HR+ breast cancer
36765853,tumor necrosis
36765853,breast cancer
36765853,HR+ breast cancer
36765851,Cancer
36765851,aggressive breast cancers
36765851,cancer
36765843,Breast Tumor
36765843,tumor
36765843,tumor
36765843,breast cancer
36765843,cytotoxicity
36765843,tumor
36765839,Histopathological Breast Cancer
36765839,breast cancer
36765839,breast cancer
36765839,breast cancer
36765839,breast cancer
36765831,Breast Cancer
36765831,breast cancer
36765831,breast cancer
36765831,cognitive symptoms
36765831,breast cancer
36765831,breast cancer
36765831,breast cancer
36765796,Breast Cancer
36765796,breast cancer
36765796,breast cancer
36765786,breast cancer
36765782,Breast Cancer
36765782,Breast cancer
36765782,cancer
36765782,cancer
36765782,mortality
36765782,breast cancer
36765782,breast cancer
36765782,enthusiasm
36765782,breast cancer
36765778,Breast Cancer
36765778,breast cancer
36765778,aggressive breast cancer
36765778,tumor
36765778,breast cancer
36765778,tumor
36765778,breast cancer
36765778,breast cancer
36765778,cancer
36765776,Primary High-Grade Advanced Ovarian Cancer
36765776,epithelial ovarian cancer
36765776,deficiency
36765776,tumor HRD
36765776,insufficient tumor
36765776,tumor
36765776,tumor
36765765,Breast Carcinoma
36765765,breast cancer
36765765,solid tumors
36765765,breast cancer
36765765,breast cancer
36765765,breast cancer
36765765,breast cancer
36765765,breast cancer
36765765,breast cancer
36765765,breast cancer
36765765,breast cancer
36765765,breast cancer
36765765,breast cancer
36765724,Breast Cancer
36765724,tumor
36765724,breast cancer
36765724,cancer
36765724,breast cancer
36765724,breast cancer
36765720,HER2-Positive Breast Cancer
36765720,cancer
36765720,breast cancer
36765720,breast cancer
36765720,tumor
36765720,tumor
36765717,infection
36765717,cancer
36765717,pancreatic and breast cancer
36765717,cancer
36765717,cancer
36765715,Cancers
36765715,TICs
36765715,cancer
36765715,cancer
36765715,tumor
36765715,tumor
36765715,TICs
36765715,ovarian cancers
36765715,cancer
36765715,cancer
36765715,TICs
36765715,TICs
36765709,Breast Cancer
36765709,CANcer TOxicities
36765709,cancer
36765709,toxicities
36765699,Hyperthermia
36765699,Non-Breast Cancer
36765699,hyperthermia
36765699,cancer
36765699,breast cancer
36765699,hyperthermia
36765699,non-breast cancer
36765699,tumor
36765699,toxicity
36765699,tumor
36765699,breast cancer
36765699,hyperthermia
36765699,hyperthermia
36765690,Breast Cancer
36765690,breast cancer
36765690,Cancer
36765690,breast cancer
36765683,Cancer
36765683,Breast Cancer
36765683,Cancer
36765683,cancer
36765683,tumor
36765683,breast cancer
36765683,tumor
36765667,IV Epithelial Ovarian Cancer
36765667,IV epithelial ovarian cancer
36765667,IVA
36765667,pleural effusion
36765667,metastases
36765667,IVA
36765667,IVA
36765667,IVA
36765667,pleural involvement
36765667,pleural involvement
36765667,IVA
36765666,ovarian and breast cancer
36765666,breast cancer
36765666,cancer
36765654,Cancer
36765654,breast cancer
36765651,Metastatic Breast Cancer
36765651,Cancer
36765651,death
36765651,breast cancer
36765651,bone disease
36765650,Breast Cancer
36765650,breast cancer
36765650,breast cancer
36765650,breast disorders
36765650,breast cancer
36765650,breast cancer
36765650,breast cancer
36765650,breast cancer
36765650,breast disorders
36765650,Breast Cancer
36765650,breast cancer
36765650,breast cancer
36765650,breast cancer
36765650,breast cancer
36765650,breast cancer
36765650,breast disorders
36765650,breast cancer
36765650,breast cancer
36765648,Breast Cancer
36765648,breast cancer
36765648,breast cancer
36765648,Neutropenia
36765648,toxicity
36765648,neutropenia
36765648,neutropenia
36765648,toxicity
36765648,myelotoxic
36765642,Breast Cancer
36765642,Breast cancer
36765642,invasive cancers
36765642,Breast cancer
36765642,death
36765642,cancer
36765642,breast cancer
36765642,breast cancer disease
36765642,breast cancer
36765642,cancer
36765642,breast cancer
36765642,SVD
36765634,Cancer
